tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,boston,AA-3859-IAH-ORD,2:55 p.m.,8:25 p.m.,6:00 a.m.,11:06 a.m.
2,boston,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,11:06 a.m.
3,boston,AA-3809-PHX-LAX,2:55 p.m.,8:25 p.m.,6:00 a.m.,11:06 a.m.
4,boston,AA-3809-PHX-LAX,2:55 p.m.,8:25 p.m.,6:00 a.m.,9:28 a.m.
5,boston,AA-3809-PHX-LAX,12:15 p.m.,8:25 p.m.,6:00 a.m.,2:50 p.m.
6,boston,AA-204-LAX-MCO,2:55 p.m.,11:25 p.m.,6:55 a.m.,11:06 a.m.
7,boston,AA-3809-PHX-LAX,2:55 p.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
8,boston,AA-3809-PHX-LAX,2:55 p.m.,8:25 p.m.,6:00 a.m.,7:39 p.m.
9,boston,AA-3809-PHX-LAX,2:55 p.m.,8:25 p.m.,6:00 a.m.,4:09 p.m.
10,boston,AA-3809-PHX-LAX,2:55 p.m.,8:25 p.m.,6:00 a.m.,9:05 a.m.
11,boston,AA-3809-PHX-LAX,2:55 p.m.,10:55 a.m.,6:00 a.m.,1:40 p.m.
12,boston,AA-3809-PHX-LAX,7:55 a.m.,8:25 p.m.,7:35 a.m.,11:01 a.m.
13,boston,AA-3809-PHX-LAX,2:55 p.m.,10:18 a.m.,6:00 a.m.,11:06 a.m.
14,boston,AA-3979-CVG-ORD,2:55 p.m.,8:04 a.m.,8:00 a.m.,11:06 a.m.
15,boston,AA-1279-DFW-PHX,2:55 p.m.,2:04 p.m.,6:00 a.m.,11:06 a.m.
16,boston,AA-3809-PHX-LAX,2:55 p.m.,8:25 p.m.,6:00 a.m.,1:27 p.m.
17,boston,AA-4344-ORD-DTW,2:55 p.m.,12:13 p.m.,6:00 a.m.,2:10 p.m.
18,boston,AA-3809-PHX-LAX,7:25 a.m.,8:25 p.m.,11:10 a.m.,11:06 a.m.
19,boston,AA-3809-PHX-LAX,2:55 p.m.,6:57 a.m.,6:00 a.m.,11:06 a.m.
20,boston,AA-3809-PHX-LAX,2:55 p.m.,8:25 p.m.,6:00 a.m.,11:06 a.m.
21,boston,AA-3809-PHX-LAX,2:55 p.m.,11:05 a.m.,6:00 a.m.,2:46 p.m.
22,boston,AA-3809-PHX-LAX,3:35 p.m.,8:25 p.m.,6:00 a.m.,11:06 a.m.
23,boston,AA-1434-DFW-MCO,2:55 p.m.,7:21 a.m.,6:00 a.m.,11:06 a.m.
24,boston,AA-3809-PHX-LAX,2:55 p.m.,8:25 p.m.,6:00 a.m.,8:53 p.m.
25,boston,AA-3809-PHX-LAX,12:00 p.m.,8:25 p.m.,6:00 a.m.,11:06 a.m.
26,boston,AA-3842-MSP-ORD,2:55 p.m.,6:56 a.m.,6:00 a.m.,11:06 a.m.
27,boston,AA-3809-PHX-LAX,2:55 p.m.,8:25 p.m.,6:00 a.m.,11:06 a.m.
28,boston,AA-3809-PHX-LAX,2:55 p.m.,5:08 p.m.,6:00 a.m.,11:06 a.m.
