tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,helloflight,AA-3859-IAH-ORD,7:10 a.m.,7:39 a.m.,2:45 p.m.,9:32 a.m.
2,helloflight,AA-1733-ORD-PHX,6:00 a.m.,7:58 p.m.,10:30 p.m.,11:06 a.m.
3,helloflight,UA-3050-PHX-CLT,6:00 a.m.,6:30 p.m.,2:45 p.m.,11:06 a.m.
4,helloflight,AA-518-MIA-JFK,6:00 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
5,helloflight,AA-3756-ORD-SLC,6:00 a.m.,7:39 a.m.,2:45 p.m.,11:06 a.m.
6,helloflight,AA-204-LAX-MCO,6:00 a.m.,11:25 p.m.,6:55 a.m.,11:06 a.m.
7,helloflight,AA-3468-CVG-MIA,6:00 a.m.,7:39 a.m.,9:55 a.m.,11:06 a.m.
8,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,7:55 p.m.,7:39 p.m.
9,helloflight,AA-446-DFW-PHL,6:00 a.m.,12:12 p.m.,2:45 p.m.,4:09 p.m.
10,helloflight,UA-3050-PHX-CLT,6:00 a.m.,6:08 a.m.,2:45 p.m.,11:06 a.m.
11,helloflight,UA-3050-PHX-CLT,6:00 a.m.,10:55 a.m.,2:45 p.m.,1:40 p.m.
12,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,11:06 a.m.
13,helloflight,AA-1664-MIA-ATL,6:00 a.m.,7:39 a.m.,12:10 p.m.,11:56 a.m.
14,helloflight,UA-3050-PHX-CLT,6:00 a.m.,8:04 a.m.,2:45 p.m.,11:06 a.m.
15,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:35 p.m.,11:06 a.m.
16,helloflight,UA-3050-PHX-CLT,9:05 a.m.,10:10 a.m.,12:35 p.m.,11:06 a.m.
17,helloflight,AA-4344-ORD-DTW,6:00 a.m.,7:39 a.m.,2:45 p.m.,2:10 p.m.
18,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
19,helloflight,AA-404-MIA-MCO,6:00 a.m.,7:39 a.m.,7:45 a.m.,11:06 a.m.
20,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:25 p.m.,11:06 a.m.
21,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,2:46 p.m.
22,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,11:06 a.m.
23,helloflight,AA-1434-DFW-MCO,6:00 a.m.,7:39 a.m.,10:35 a.m.,10:36 a.m.
24,helloflight,AA-4307-ORD-DTW,6:00 a.m.,6:55 p.m.,2:45 p.m.,8:53 p.m.
25,helloflight,AA-3-JFK-LAX,6:00 a.m.,7:39 a.m.,3:15 p.m.,3:16 p.m.
26,helloflight,UA-3050-PHX-CLT,6:00 a.m.,6:56 a.m.,2:45 p.m.,7:51 a.m.
27,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
28,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,7:55 p.m.
29,helloflight,UA-3050-PHX-CLT,6:00 a.m.,8:23 p.m.,9:45 p.m.,11:06 a.m.
30,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,11:06 a.m.
31,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,12:50 p.m.
32,helloflight,UA-3050-PHX-CLT,6:00 a.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
33,helloflight,AA-3823-LAX-DEN,6:00 a.m.,7:39 a.m.,2:45 p.m.,11:06 a.m.
34,helloflight,AA-2312-DFW-DTW,6:00 a.m.,8:25 p.m.,9:15 a.m.,11:06 a.m.
35,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,10:04 a.m.
36,helloflight,AA-431-MIA-SFO,6:00 a.m.,8:51 a.m.,11:50 a.m.,11:06 a.m.
37,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,3:50 p.m.
38,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,11:06 a.m.
39,helloflight,UA-3050-PHX-CLT,6:00 a.m.,2:44 p.m.,2:45 p.m.,3:43 p.m.
40,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,5:43 p.m.
41,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:22 a.m.,2:45 p.m.,11:06 a.m.
42,helloflight,UA-3050-PHX-CLT,6:00 a.m.,12:10 p.m.,2:15 p.m.,11:06 a.m.
43,helloflight,UA-3050-PHX-CLT,6:00 a.m.,1:19 p.m.,2:45 p.m.,11:06 a.m.
44,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,10:40 a.m.,10:16 a.m.
45,helloflight,AA-85-JFK-SFO,6:00 a.m.,3:36 p.m.,2:45 p.m.,6:43 p.m.
46,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,4:56 p.m.
47,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,11:06 a.m.
48,helloflight,AA-222-LAX-BOS,6:00 a.m.,7:31 a.m.,3:30 p.m.,11:06 a.m.
49,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,6:19 a.m.
50,helloflight,UA-3050-PHX-CLT,7:10 a.m.,7:39 a.m.,2:45 p.m.,11:06 a.m.
51,helloflight,AA-3859-IAH-ORD,6:00 a.m.,7:39 a.m.,2:45 p.m.,9:32 a.m.
52,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:14 p.m.,2:45 p.m.,10:29 p.m.
53,helloflight,AA-518-MIA-JFK,6:00 a.m.,7:39 a.m.,9:25 a.m.,9:28 a.m.
54,helloflight,UA-3050-PHX-CLT,6:00 a.m.,8:29 a.m.,2:45 p.m.,11:06 a.m.
55,helloflight,UA-3050-PHX-CLT,6:00 a.m.,8:42 a.m.,2:45 p.m.,11:06 a.m.
56,helloflight,AA-1733-ORD-PHX,6:00 a.m.,7:58 p.m.,2:45 p.m.,10:30 p.m.
57,helloflight,UA-2830-MCO-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,5:17 p.m.
58,helloflight,UA-3050-PHX-CLT,6:00 a.m.,11:32 a.m.,2:45 p.m.,3:31 p.m.
59,helloflight,AA-1544-SAN-ORD,6:00 a.m.,7:39 a.m.,2:45 p.m.,4:56 p.m.
60,helloflight,UA-3050-PHX-CLT,6:00 a.m.,10:33 a.m.,2:53 p.m.,11:21 a.m.
61,helloflight,UA-3050-PHX-CLT,6:00 a.m.,11:25 p.m.,6:55 a.m.,11:06 a.m.
62,helloflight,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
63,helloflight,UA-3050-PHX-CLT,6:00 a.m.,12:41 a.m.,2:45 p.m.,11:06 a.m.
64,helloflight,UA-2726-FLL-PHL,6:00 a.m.,4:00 p.m.,2:45 p.m.,11:06 a.m.
65,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:29 a.m.,6:45 p.m.,11:06 a.m.
66,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,1:16 p.m.,11:06 a.m.
67,helloflight,AA-616-DFW-DTW,9:05 a.m.,7:39 a.m.,12:35 p.m.,11:06 a.m.
68,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,10:06 a.m.,11:06 a.m.
69,helloflight,AA-3468-CVG-MIA,6:00 a.m.,7:25 a.m.,9:55 a.m.,11:06 a.m.
70,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,7:39 p.m.
71,helloflight,UA-3050-PHX-CLT,10:45 a.m.,7:39 a.m.,2:45 p.m.,11:06 a.m.
72,helloflight,CO-62-IAH-EWR,6:00 a.m.,2:48 p.m.,7:03 p.m.,11:06 a.m.
73,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,11:35 a.m.,11:06 a.m.
74,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,4:47 p.m.
75,helloflight,UA-3050-PHX-CLT,11:50 a.m.,12:12 p.m.,2:45 p.m.,11:06 a.m.
76,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,1:17 p.m.,1:14 p.m.
77,helloflight,UA-3050-PHX-CLT,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
78,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:45 p.m.,5:05 p.m.
79,helloflight,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,2:45 p.m.,10:27 a.m.
80,helloflight,UA-3050-PHX-CLT,6:00 a.m.,8:40 a.m.,2:45 p.m.,10:56 a.m.
81,helloflight,AA-1664-MIA-ATL,6:00 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
82,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:35 p.m.,11:06 a.m.
83,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:49 a.m.,1:39 p.m.,11:06 a.m.
84,helloflight,UA-3050-PHX-CLT,6:00 a.m.,12:35 p.m.,2:45 p.m.,3:21 p.m.
85,helloflight,UA-3050-PHX-CLT,6:00 a.m.,7:39 a.m.,2:00 p.m.,2:10 p.m.
