tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,flights,AA-3859-IAH-ORD,2:55 p.m.,7:16 a.m.,9:40 a.m.,11:06 a.m.
2,flights,AA-2050-ORD-MIA,7:45 p.m.,7:22 a.m.,10:30 p.m.,11:06 a.m.
3,flights,AA-2050-ORD-MIA,2:55 p.m.,6:30 p.m.,6:00 a.m.,11:06 a.m.
4,UA-2726-FLL-PHL,AA-518-MIA-JFK,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
5,AA-1733-ORD-PHX,AA-2050-ORD-MIA,2:55 p.m.,12:41 p.m.,6:00 a.m.,11:06 a.m.
6,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
7,flights,AA-2050-ORD-MIA,2:55 p.m.,7:25 a.m.,6:00 a.m.,11:06 a.m.
8,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
9,flights,AA-446-DFW-PHL,2:55 p.m.,7:22 a.m.,3:50 p.m.,4:09 p.m.
10,flights,AA-466-IAH-MIA,2:55 p.m.,6:08 a.m.,6:00 a.m.,11:06 a.m.
11,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,1:40 p.m.
12,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:01 a.m.
13,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,12:10 p.m.,11:06 a.m.
14,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
15,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,3:30 p.m.
16,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
17,flights,AA-2050-ORD-MIA,2:55 p.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
18,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,11:10 a.m.,11:06 a.m.
19,flights,AA-404-MIA-MCO,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
20,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
21,flights,AA-2050-ORD-MIA,10:40 a.m.,7:22 a.m.,6:00 a.m.,2:46 p.m.
22,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,1:05 p.m.,3:33 p.m.
23,flights,AA-2050-ORD-MIA,2:55 p.m.,7:21 a.m.,6:00 a.m.,11:06 a.m.
24,flights,AA-2050-ORD-MIA,2:55 p.m.,6:55 p.m.,6:00 a.m.,8:53 p.m.
25,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,3:16 p.m.
26,flights,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,6:00 a.m.,11:06 a.m.
27,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,9:31 a.m.
28,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,7:55 p.m.
29,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
30,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
31,flights,AA-4198-ORD-CLE,10:40 a.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
32,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
33,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,12:15 a.m.,12:15 a.m.
34,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
35,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,10:04 a.m.
36,flights,AA-2050-ORD-MIA,10:40 a.m.,8:51 a.m.,6:00 a.m.,11:06 a.m.
37,flights,AA-649-ORD-SNA,2:55 p.m.,7:22 a.m.,3:50 p.m.,11:06 a.m.
38,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,1:05 p.m.,11:06 a.m.
39,flights,AA-2050-ORD-MIA,2:55 p.m.,2:44 p.m.,6:00 a.m.,3:43 p.m.
40,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,5:43 p.m.
41,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
42,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
43,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
44,flights,AA-415-BOS-ORD,2:55 p.m.,8:56 a.m.,6:00 a.m.,11:06 a.m.
45,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,6:43 p.m.
46,flights,AA-2050-ORD-MIA,2:55 p.m.,11:40 a.m.,6:00 a.m.,4:56 p.m.
47,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:40 p.m.,6:15 p.m.
48,flights,AA-2050-ORD-MIA,7:10 a.m.,7:31 a.m.,6:00 a.m.,11:06 a.m.
49,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
50,flights,AA-2050-ORD-MIA,7:10 a.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
51,flights,AA-2050-ORD-MIA,7:10 a.m.,7:16 a.m.,6:00 a.m.,11:06 a.m.
52,AA-649-ORD-SNA,AA-2050-ORD-MIA,2:55 p.m.,7:14 p.m.,6:00 a.m.,11:06 a.m.
53,flights,AA-2050-ORD-MIA,2:55 p.m.,6:54 a.m.,6:00 a.m.,11:06 a.m.
54,helloflight,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,11:55 a.m.,11:06 a.m.
55,flights,AA-2050-ORD-MIA,2:55 p.m.,8:42 a.m.,4:25 p.m.,9:43 a.m.
56,CO-1694-LAX-IAH,AA-2050-ORD-MIA,2:55 p.m.,7:58 p.m.,6:00 a.m.,11:06 a.m.
57,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
58,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,2:50 p.m.,11:06 a.m.
59,flights,AA-2050-ORD-MIA,9:54 a.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
60,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,11:19 a.m.,11:06 a.m.
61,flights,AA-204-LAX-MCO,2:55 p.m.,7:22 a.m.,6:00 a.m.,6:55 a.m.
62,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
63,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,5:35 a.m.,11:06 a.m.
64,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
65,flights,AA-2050-ORD-MIA,2:55 p.m.,7:29 a.m.,7:30 a.m.,9:14 a.m.
66,flights,CO-1090-BOS-IAH,2:55 p.m.,10:19 a.m.,6:00 a.m.,11:06 a.m.
67,AA-1733-ORD-PHX,AA-2050-ORD-MIA,2:55 p.m.,10:10 a.m.,6:00 a.m.,1:27 p.m.
68,flights,AA-2050-ORD-MIA,2:55 p.m.,8:12 a.m.,6:00 a.m.,11:06 a.m.
69,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
70,flights,AA-2050-ORD-MIA,2:55 p.m.,4:29 p.m.,6:00 a.m.,11:06 a.m.
71,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
72,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
73,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
74,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
75,flights,AA-2050-ORD-MIA,2:55 p.m.,12:12 p.m.,6:00 a.m.,11:06 a.m.
76,flights,AA-2050-ORD-MIA,2:55 p.m.,11:56 a.m.,6:00 a.m.,1:14 p.m.
77,flights,AA-2050-ORD-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
78,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,5:05 p.m.
79,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
80,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
81,flights,AA-2050-ORD-MIA,2:55 p.m.,10:18 a.m.,6:00 a.m.,11:56 a.m.
82,CO-1694-LAX-IAH,AA-2050-ORD-MIA,2:55 p.m.,2:04 p.m.,6:00 a.m.,3:30 p.m.
83,flights,AA-2050-ORD-MIA,2:55 p.m.,7:49 a.m.,6:00 a.m.,11:06 a.m.
84,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
85,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
86,flights,UA-257-JFK-SFO,2:30 p.m.,7:22 a.m.,6:00 a.m.,5:42 p.m.
87,flights,AA-2050-ORD-MIA,2:55 p.m.,3:11 a.m.,6:00 a.m.,11:06 a.m.
88,flights,AA-2050-ORD-MIA,5:25 p.m.,7:22 a.m.,8:22 p.m.,11:06 a.m.
89,flights,AA-2050-ORD-MIA,2:55 p.m.,8:25 p.m.,4:00 p.m.,11:06 a.m.
90,flights,AA-2050-ORD-MIA,2:55 p.m.,11:05 a.m.,8:55 a.m.,2:46 p.m.
91,flights,AA-2050-ORD-MIA,2:55 p.m.,1:32 p.m.,6:00 a.m.,11:06 a.m.
92,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
93,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
94,AA-2268-PHX-ORD,AA-2050-ORD-MIA,2:55 p.m.,6:30 p.m.,6:00 a.m.,11:06 a.m.
95,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
96,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
97,flights,CO-1694-LAX-IAH,2:55 p.m.,7:22 a.m.,6:00 a.m.,12:21 a.m.
98,helloflight,AA-2050-ORD-MIA,1:55 p.m.,2:10 p.m.,6:00 a.m.,11:06 a.m.
99,flights,CO-1193-EWR-MCO,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
100,flights,AA-2050-ORD-MIA,2:55 p.m.,6:56 a.m.,6:00 a.m.,7:51 a.m.
101,helloflight,AA-643-MIA-ORD,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
102,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,8:05 p.m.,11:06 a.m.
103,helloflight,AA-2050-ORD-MIA,2:55 p.m.,7:39 a.m.,6:00 a.m.,11:06 a.m.
104,flights,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:00 a.m.,11:06 a.m.
105,flights,AA-2050-ORD-MIA,2:55 p.m.,4:15 p.m.,6:00 a.m.,11:06 a.m.
106,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,9:45 p.m.,9:53 p.m.
107,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:44 p.m.,11:06 a.m.
108,helloflight,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
109,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
110,flights,UA-664-ORD-PHL,2:55 p.m.,7:22 a.m.,4:31 p.m.,4:23 p.m.
111,flights,AA-3756-ORD-SLC,2:55 p.m.,7:22 a.m.,2:45 p.m.,11:06 a.m.
112,flights,AA-2050-ORD-MIA,2:55 p.m.,1:48 p.m.,6:00 a.m.,11:06 a.m.
113,flights,AA-2050-ORD-MIA,11:55 p.m.,7:22 a.m.,1:33 p.m.,11:06 a.m.
114,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
115,flights,AA-3823-LAX-DEN,2:55 p.m.,7:22 a.m.,12:15 a.m.,11:06 a.m.
116,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:50 p.m.
117,flights,AA-1165-JFK-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
118,flights,AA-2050-ORD-MIA,2:55 p.m.,8:51 a.m.,6:00 a.m.,11:06 a.m.
119,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,9:13 a.m.
120,flights,AA-649-ORD-SNA,2:55 p.m.,1:30 p.m.,6:00 a.m.,11:06 a.m.
121,flights,CO-1250-MIA-IAH,2:55 p.m.,7:22 a.m.,6:00 a.m.,4:59 p.m.
122,flights,UA-6273-YYC-SFO,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
123,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
124,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
125,helloflight,AA-2050-ORD-MIA,1:45 p.m.,7:22 a.m.,6:00 a.m.,8:02 a.m.
126,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
127,flights,AA-2050-ORD-MIA,2:55 p.m.,8:39 p.m.,6:00 a.m.,11:06 a.m.
128,flights,AA-2050-ORD-MIA,2:55 p.m.,2:55 p.m.,6:00 a.m.,11:06 a.m.
129,flights,AA-2050-ORD-MIA,2:55 p.m.,2:48 p.m.,6:00 a.m.,11:06 a.m.
130,flights,UA-1500-IAH-GUA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
131,flights,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,4:05 p.m.,11:06 a.m.
132,helloflight,AA-2050-ORD-MIA,2:55 p.m.,7:22 a.m.,6:00 a.m.,11:06 a.m.
