tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,flightstats,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,5:25 p.m.,9:32 a.m.
2,flightstats,AA-2050-ORD-MIA,7:45 p.m.,7:58 p.m.,3:50 p.m.,10:30 p.m.
3,flightstats,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,3:50 p.m.,7:25 p.m.
4,flightstats,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,3:50 p.m.,9:28 a.m.
5,flightstats,AA-3756-ORD-SLC,6:00 a.m.,12:41 p.m.,2:45 p.m.,12:09 p.m.
6,flightstats,AA-204-LAX-MCO,6:00 a.m.,3:27 p.m.,3:50 p.m.,6:55 a.m.
7,flightstats,AA-3468-CVG-MIA,7:30 a.m.,7:25 a.m.,9:55 a.m.,12:09 p.m.
8,flightstats,AA-2050-ORD-MIA,4:15 p.m.,4:29 p.m.,3:50 p.m.,12:09 p.m.
9,flightstats,AA-446-DFW-PHL,6:00 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
10,flightstats,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,3:50 p.m.,9:05 a.m.
11,flightstats,AA-1886-BOS-MIA,6:00 a.m.,10:55 a.m.,3:50 p.m.,12:09 p.m.
12,flightstats,AA-2050-ORD-MIA,7:55 a.m.,8:04 a.m.,3:50 p.m.,11:01 a.m.
13,flightstats,AA-2050-ORD-MIA,10:15 a.m.,3:27 p.m.,3:50 p.m.,11:56 a.m.
14,flightstats,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,3:50 p.m.,8:06 a.m.
15,flightstats,AA-1279-DFW-PHX,6:00 a.m.,3:27 p.m.,3:50 p.m.,3:30 p.m.
16,flightstats,AA-2050-ORD-MIA,6:00 a.m.,3:27 p.m.,3:50 p.m.,1:27 p.m.
17,flightstats,AA-2050-ORD-MIA,6:00 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
18,flightstats,AA-2050-ORD-MIA,7:25 a.m.,7:39 a.m.,3:50 p.m.,11:06 a.m.
19,flightstats,AA-2050-ORD-MIA,6:45 a.m.,6:57 a.m.,3:50 p.m.,7:40 a.m.
20,flightstats,AA-271-MIA-LAX,6:00 a.m.,3:27 p.m.,2:25 p.m.,2:27 p.m.
21,flightstats,AA-2050-ORD-MIA,6:00 a.m.,3:27 p.m.,3:50 p.m.,2:46 p.m.
22,flightstats,AA-2050-ORD-MIA,6:00 a.m.,3:36 p.m.,4:00 p.m.,12:09 p.m.
23,flightstats,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,3:50 p.m.,10:36 a.m.
24,flightstats,AA-4307-ORD-DTW,9:21 a.m.,3:27 p.m.,9:10 p.m.,8:53 p.m.
25,flightstats,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
26,flightstats,AA-3842-MSP-ORD,6:00 a.m.,3:27 p.m.,3:50 p.m.,7:51 a.m.
27,flightstats,AA-643-MIA-ORD,6:00 a.m.,3:27 p.m.,3:50 p.m.,9:31 a.m.
28,flightstats,AA-1007-MIA-PHX,6:00 a.m.,3:27 p.m.,3:50 p.m.,7:55 p.m.
29,flightstats,AA-2050-ORD-MIA,6:00 a.m.,8:23 p.m.,9:45 p.m.,12:09 p.m.
30,flightstats,Az-400-DFW-JFK,6:00 a.m.,11:01 a.m.,3:50 p.m.,12:09 p.m.
31,flightstats,AA-2050-ORD-MIA,6:55 a.m.,3:27 p.m.,3:50 p.m.,12:50 p.m.
32,flightstats,AA-1522-SFO-ORD,11:55 p.m.,3:27 p.m.,5:50 a.m.,5:50 a.m.
33,flightstats,AA-3823-LAX-DEN,8:27 a.m.,3:27 p.m.,3:50 p.m.,12:15 a.m.
34,flightstats,AA-2312-DFW-DTW,6:00 a.m.,8:25 p.m.,5:25 p.m.,11:50 p.m.
35,flightstats,AA-1165-JFK-MIA,6:00 a.m.,7:22 a.m.,3:50 p.m.,10:04 a.m.
36,flightstats,AA-2050-ORD-MIA,8:35 a.m.,8:51 a.m.,3:50 p.m.,12:09 p.m.
37,flightstats,AA-2050-ORD-MIA,6:00 a.m.,1:30 p.m.,3:50 p.m.,12:09 p.m.
38,flightstats,AA-2050-ORD-MIA,8:20 p.m.,8:39 p.m.,3:50 p.m.,9:20 p.m.
39,flightstats,AA-3804-PHL-ORD,6:00 a.m.,3:27 p.m.,4:05 p.m.,3:43 p.m.
40,flightstats,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
41,flightstats,AA-2268-PHX-ORD,6:40 p.m.,7:22 a.m.,3:50 p.m.,12:09 p.m.
42,flightstats,AA-2050-ORD-MIA,6:00 a.m.,3:27 p.m.,3:50 p.m.,1:43 p.m.
43,flightstats,AA-789-ORD-DEN,1:05 p.m.,3:27 p.m.,2:35 p.m.,12:09 p.m.
44,flightstats,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,3:50 p.m.,12:09 p.m.
45,flightstats,AA-85-JFK-SFO,6:00 a.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
46,flightstats,AA-2050-ORD-MIA,6:00 a.m.,3:27 p.m.,5:25 p.m.,12:09 p.m.
47,flightstats,AA-3786-IAH-ORD,6:00 a.m.,3:27 p.m.,3:50 p.m.,12:09 p.m.
48,flightstats,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:50 p.m.,12:09 p.m.
49,flightstats,AA-3809-PHX-LAX,6:00 a.m.,3:27 p.m.,3:50 p.m.,6:19 a.m.
50,flightstats,AA-2050-ORD-MIA,8:00 a.m.,7:39 a.m.,3:50 p.m.,11:12 a.m.
51,flightstats,AA-2050-ORD-MIA,7:10 a.m.,7:16 a.m.,3:50 p.m.,9:32 a.m.
52,flightstats,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,3:50 p.m.,10:29 p.m.
53,flightstats,Au-518-MIA-JFK,6:40 a.m.,6:54 a.m.,3:50 p.m.,12:09 p.m.
54,flightstats,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,3:50 p.m.,12:09 p.m.
55,flightstats,AA-2050-ORD-MIA,6:00 a.m.,3:27 p.m.,9:54 a.m.,12:09 p.m.
56,flightstats,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,3:50 p.m.,10:30 p.m.
57,flightstats,AA-2050-ORD-MIA,6:00 a.m.,3:27 p.m.,5:05 p.m.,5:17 p.m.
58,flightstats,AA-2050-ORD-MIA,6:00 a.m.,11:32 a.m.,2:50 p.m.,12:09 p.m.
