tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,boston,AA-3809-PHX-LAX,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
2,boston,AA-3809-PHX-LAX,6:00 a.m.,3:36 p.m.,3:50 p.m.,12:09 p.m.
3,boston,AA-1640-MIA-MCO,6:30 p.m.,3:36 p.m.,3:50 p.m.,7:25 p.m.
4,boston,AA-3809-PHX-LAX,6:40 a.m.,3:36 p.m.,3:50 p.m.,9:28 a.m.
5,boston,AA-3809-PHX-LAX,6:00 a.m.,12:41 p.m.,3:50 p.m.,2:50 p.m.
6,boston,AA-3809-PHX-LAX,6:00 a.m.,11:25 p.m.,3:50 p.m.,12:09 p.m.
7,boston,AA-3809-PHX-LAX,6:00 a.m.,7:25 a.m.,3:50 p.m.,9:45 a.m.
8,boston,AA-3809-PHX-LAX,6:00 a.m.,4:29 p.m.,7:45 p.m.,12:09 p.m.
9,boston,AA-3809-PHX-LAX,11:50 a.m.,12:12 p.m.,3:50 p.m.,12:09 p.m.
10,boston,AA-3809-PHX-LAX,6:00 a.m.,3:36 p.m.,3:50 p.m.,9:05 a.m.
11,boston,AA-3809-PHX-LAX,10:45 a.m.,3:36 p.m.,3:50 p.m.,1:40 p.m.
12,boston,AA-3809-PHX-LAX,7:55 a.m.,8:04 a.m.,3:50 p.m.,11:01 a.m.
13,boston,AA-1664-MIA-ATL,10:15 a.m.,3:36 p.m.,3:50 p.m.,12:09 p.m.
14,boston,AA-3809-PHX-LAX,6:00 a.m.,3:36 p.m.,3:50 p.m.,12:09 p.m.
15,boston,AA-3809-PHX-LAX,6:00 a.m.,2:04 p.m.,3:50 p.m.,3:30 p.m.
16,boston,AA-3809-PHX-LAX,9:05 a.m.,3:36 p.m.,3:50 p.m.,1:27 p.m.
17,boston,AA-3809-PHX-LAX,6:00 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
18,boston,AA-3809-PHX-LAX,6:00 a.m.,3:36 p.m.,3:50 p.m.,12:09 p.m.
19,boston,AA-404-MIA-MCO,6:00 a.m.,6:57 a.m.,7:10 p.m.,7:40 a.m.
20,boston,AA-3809-PHX-LAX,6:00 a.m.,3:36 p.m.,10:40 a.m.,12:09 p.m.
21,boston,AA-3809-PHX-LAX,10:40 a.m.,11:05 a.m.,3:50 p.m.,2:46 p.m.
22,boston,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
23,boston,AA-3809-PHX-LAX,6:00 a.m.,7:21 a.m.,1:55 p.m.,10:36 a.m.
24,boston,AA-4307-ORD-DTW,3:30 p.m.,6:55 p.m.,9:10 p.m.,12:09 p.m.
25,boston,AA-3809-PHX-LAX,6:00 a.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
26,boston,AA-3809-PHX-LAX,6:00 a.m.,3:36 p.m.,3:50 p.m.,12:09 p.m.
27,boston,AA-3809-PHX-LAX,7:10 a.m.,3:36 p.m.,3:50 p.m.,9:31 a.m.
28,boston,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
29,boston,AA-3809-PHX-LAX,6:00 a.m.,8:23 p.m.,9:45 p.m.,12:09 p.m.
30,boston,AA-3809-PHX-LAX,10:40 a.m.,11:01 a.m.,3:50 p.m.,12:09 p.m.
31,boston,AA-3809-PHX-LAX,10:40 a.m.,3:36 p.m.,3:50 p.m.,12:09 p.m.
32,boston,AA-3809-PHX-LAX,6:00 a.m.,11:55 p.m.,3:50 p.m.,5:50 a.m.
33,boston,AA-3809-PHX-LAX,6:00 a.m.,9:00 p.m.,3:50 p.m.,12:15 a.m.
34,boston,AA-3809-PHX-LAX,6:00 a.m.,8:25 p.m.,3:50 p.m.,12:09 p.m.
35,boston,AA-3809-PHX-LAX,6:00 a.m.,3:36 p.m.,10:34 a.m.,10:04 a.m.
36,boston,AA-3809-PHX-LAX,8:35 a.m.,8:51 a.m.,3:50 p.m.,11:44 a.m.
37,boston,AA-3809-PHX-LAX,6:00 a.m.,3:36 p.m.,3:50 p.m.,3:50 p.m.
38,boston,AA-3809-PHX-LAX,6:00 a.m.,3:36 p.m.,9:20 p.m.,9:20 p.m.
39,boston,AA-3809-PHX-LAX,6:00 a.m.,3:36 p.m.,4:05 p.m.,12:09 p.m.
40,boston,AA-3809-PHX-LAX,6:00 a.m.,3:27 p.m.,3:50 p.m.,12:09 p.m.
41,boston,AA-3809-PHX-LAX,7:35 p.m.,3:36 p.m.,3:50 p.m.,11:06 a.m.
42,boston,AA-3809-PHX-LAX,6:00 a.m.,3:36 p.m.,3:50 p.m.,12:09 p.m.
43,boston,AA-3809-PHX-LAX,6:00 a.m.,1:19 p.m.,3:50 p.m.,12:09 p.m.
44,boston,AA-3809-PHX-LAX,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
45,boston,AA-3809-PHX-LAX,9:20 p.m.,3:36 p.m.,3:50 p.m.,6:43 p.m.
46,boston,AA-3809-PHX-LAX,6:00 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
