tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,allegiantair,AA-3859-IAH-ORD,6:00 a.m.,7:16 a.m.,2:45 p.m.,11:06 a.m.
2,aa,AA-1733-ORD-PHX,5:50 a.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
3,allegiantair,AA-1640-MIA-MCO,6:00 a.m.,6:30 p.m.,2:45 p.m.,7:25 p.m.
4,allegiantair,AA-789-ORD-DEN,6:00 a.m.,6:54 a.m.,9:25 a.m.,11:06 a.m.
5,aa,AA-3756-ORD-SLC,6:00 a.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
6,aa,AA-789-ORD-DEN,11:25 p.m.,11:25 p.m.,6:55 a.m.,11:06 a.m.
7,aa,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
8,aa,AA-789-ORD-DEN,4:15 p.m.,4:29 p.m.,2:45 p.m.,11:06 a.m.
9,aa,AA-789-ORD-DEN,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
10,aa,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
11,allegiantair,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
12,allegiantair,AA-2957-DFW-CVG,6:00 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
13,allegiantair,AA-789-ORD-DEN,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
14,aa,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
15,aa,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
16,allegiantair,AA-789-ORD-DEN,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
17,allegiantair,AA-789-ORD-DEN,8:05 p.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
18,allegiantair,AA-2525-DFW-MIA,7:25 a.m.,8:04 a.m.,11:10 a.m.,11:06 a.m.
19,allegiantair,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
20,aa,AA-271-MIA-LAX,11:35 a.m.,8:04 a.m.,2:25 p.m.,2:27 p.m.
21,aa,AA-789-ORD-DEN,6:00 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
22,allegiantair,AA-4330-CVG-ORD,6:00 a.m.,3:36 p.m.,2:45 p.m.,3:33 p.m.
23,aa,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,2:45 p.m.,11:06 a.m.
24,aa,AA-4307-ORD-DTW,6:00 a.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
25,aa,AA-3-JFK-LAX,6:00 a.m.,12:11 p.m.,2:45 p.m.,3:16 p.m.
26,aa,AA-789-ORD-DEN,6:00 a.m.,6:56 a.m.,2:45 p.m.,11:06 a.m.
27,allegiantair,AA-643-MIA-ORD,7:10 a.m.,8:04 a.m.,2:45 p.m.,9:31 a.m.
28,allegiantair,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
29,aa,AA-1221-MCO-ORD,6:00 a.m.,8:23 p.m.,2:45 p.m.,11:06 a.m.
30,aa,AA-400-DFW-JFK,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
31,aa,AA-4198-ORD-CLE,10:40 a.m.,8:04 a.m.,11:35 a.m.,11:06 a.m.
32,aa,AA-1522-SFO-ORD,5:15 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
33,allegiantair,AA-789-ORD-DEN,6:00 a.m.,9:00 p.m.,12:15 a.m.,12:15 a.m.
34,allegiantair,AA-2312-DFW-DTW,6:00 a.m.,8:25 p.m.,11:25 a.m.,11:50 p.m.
35,allegiantair,AA-1165-JFK-MIA,3:50 p.m.,8:04 a.m.,10:34 a.m.,11:06 a.m.
36,allegiantair,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
37,aa,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:50 p.m.,3:50 p.m.
38,allegiantair,AA-789-ORD-DEN,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
39,aa,AA-3804-PHL-ORD,2:35 p.m.,8:04 a.m.,2:45 p.m.,3:43 p.m.
40,allegiantair,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
41,aa,AA-2268-PHX-ORD,7:15 a.m.,7:22 a.m.,2:45 p.m.,11:06 a.m.
42,aa,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:45 p.m.,1:43 p.m.
43,allegiantair,AA-789-ORD-DEN,1:05 p.m.,8:04 a.m.,2:35 p.m.,3:13 p.m.
44,aa,AA-415-BOS-ORD,8:35 a.m.,8:04 a.m.,2:45 p.m.,10:16 a.m.
45,allegiantair,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,6:30 p.m.,11:06 a.m.
46,allegiantair,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,11:06 a.m.
47,allegiantair,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,2:45 p.m.,6:15 p.m.
48,aa,AA-222-LAX-BOS,6:00 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
49,aa,AA-789-ORD-DEN,6:00 a.m.,8:04 a.m.,6:40 a.m.,11:06 a.m.
50,allegiantair,AA-59-JFK-SFO,10:45 a.m.,8:04 a.m.,10:45 a.m.,11:12 a.m.
51,helloflight,AA-789-ORD-DEN,7:10 a.m.,7:16 a.m.,2:45 p.m.,9:32 a.m.
52,helloflight,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 p.m.,11:06 a.m.
53,helloflight,AA-518-MIA-JFK,6:40 a.m.,8:04 a.m.,2:45 p.m.,9:28 a.m.
54,helloflight,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,2:45 p.m.,11:06 a.m.
55,allegiantair,UA-3925-IAD-ORF,8:41 a.m.,8:04 a.m.,9:54 a.m.,9:43 a.m.
56,helloflight,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,11:06 a.m.
57,allegiantair,UA-2830-MCO-CLT,3:27 p.m.,3:27 p.m.,5:05 p.m.,5:17 p.m.
58,helloflight,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
59,helloflight,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,2:45 p.m.,4:56 p.m.
60,helloflight,AA-789-ORD-DEN,10:39 a.m.,10:33 a.m.,11:19 a.m.,11:21 a.m.
61,allegiantair,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
62,helloflight,AA-789-ORD-DEN,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
63,helloflight,AA-789-ORD-DEN,6:00 a.m.,8:04 a.m.,5:35 a.m.,5:26 a.m.
64,allegiantair,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
65,helloflight,AA-789-ORD-DEN,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
66,helloflight,CO-1090-BOS-IAH,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
67,helloflight,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,2:45 p.m.,1:27 p.m.
68,helloflight,UA-3515-IAD-MSP,6:00 a.m.,8:12 a.m.,2:45 p.m.,9:56 a.m.
69,helloflight,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
70,helloflight,AA-484-DFW-MIA,4:15 p.m.,8:04 a.m.,7:55 p.m.,11:06 a.m.
71,allegiantair,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:45 p.m.,1:40 p.m.
72,hnlloflight,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,11:06 a.m.
73,hwlloflight,CO-1561-PHX-IAH,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:06 a.m.
74,helloflight,UA-2314-ATL-PHL,2:55 p.m.,8:04 a.m.,5:00 p.m.,4:47 p.m.
75,helloflight,AA-789-ORD-DEN,6:00 a.m.,12:12 p.m.,2:45 p.m.,4:09 p.m.
76,helloflight,AA-789-ORD-DEN,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
77,allegiantair,AA-466-IAH-MIA,6:00 a.m.,8:04 a.m.,9:20 a.m.,9:05 a.m.
78,helloflight,AA-789-ORD-DEN,11:05 a.m.,11:30 a.m.,4:57 p.m.,11:06 a.m.
79,allegiantair,CO-89-IAH-EWR,6:00 a.m.,8:04 a.m.,2:45 p.m.,10:27 a.m.
80,allegiantair,CO-1088-CLE-IAH,12:29 a.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
81,allegiantair,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:06 a.m.
82,hrlloflight,AA-789-ORD-DEN,1:00 p.m.,2:04 p.m.,2:35 p.m.,11:06 a.m.
83,hylloflight,UA-854-SFO-IAH,2:50 p.m.,8:04 a.m.,1:39 p.m.,1:30 p.m.
84,helloflight,UA-382-IAD-LAX,6:55 a.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
85,allegiantair,AA-4344-ORD-DTW,11:45 a.m.,8:04 a.m.,4:25 p.m.,2:10 p.m.
86,allegiantair,UA-257-JFK-SFO,6:00 a.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
87,allegiantair,UA-2945-PHL-CLT,6:00 a.m.,3:11 a.m.,1:45 p.m.,1:15 p.m.
88,helloflight,CO-63-EWR-IAH,5:25 p.m.,8:04 a.m.,8:22 p.m.,8:03 p.m.
89,allegiantair,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m.,2:45 p.m.,11:06 a.m.
90,allegiantair,AA-2050-ORD-MIA,9:20 p.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
91,helloflight,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,2:45 p.m.,5:34 p.m.
92,helloflight,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,2:45 p.m.,3:33 p.m.
93,helloflight,AA-1434-DFW-MCO,6:00 a.m.,8:04 a.m.,2:45 p.m.,10:36 a.m.
94,allegiantair,AA-789-ORD-DEN,6:00 a.m.,8:04 a.m.,7:25 p.m.,7:25 p.m.
95,helloflight,AA-789-ORD-DEN,6:45 p.m.,8:04 a.m.,2:45 p.m.,8:53 p.m.
96,helloflight,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
97,hnlloflight,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m.,2:45 p.m.,12:21 a.m.
98,helloflight,UA-843-LAX-ORD,1:55 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.
99,helloflight,AA-789-ORD-DEN,9:15 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
100,helloflight,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
101,hwlloflight,AA-643-MIA-ORD,9:10 p.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
102,helloflight,AA-789-ORD-DEN,6:00 a.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
103,helloflight,AA-789-ORD-DEN,7:25 a.m.,8:04 a.m.,11:10 a.m.,11:06 a.m.
104,helloflight,AA-789-ORD-DEN,6:00 a.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
105,helloflight,UA-938-DEN-ORD,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
106,allegiantair,AA-789-ORD-DEN,6:00 a.m.,8:04 a.m.,2:45 p.m.,11:06 a.m.
107,allegiantair,CO-16-LAX-EWR,10:25 a.m.,8:04 a.m.,6:44 p.m.,6:34 p.m.
108,helloflight,UA-2515-DFW-CLT,7:05 a.m.,7:05 a.m.,2:45 p.m.,10:47 a.m.
109,helloflight,AA-789-ORD-DEN,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
110,allegiantair,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,2:45 p.m.,4:23 p.m.
111,helloflight,AA-3756-ORD-SLC,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
112,allegiantair,AA-789-ORD-DEN,4:31 p.m.,8:04 a.m.,4:17 p.m.,11:06 a.m.
113,helloflight,AA-1522-SFO-ORD,11:55 p.m.,8:04 a.m.,5:50 a.m.,5:50 a.m.
114,helloflight,UA-233-LAX-JFK,4:25 p.m.,4:25 p.m.,12:29 a.m.,11:06 a.m.
115,allegiantair,AA-3823-LAX-DEN,9:00 p.m.,9:00 p.m.,12:15 a.m.,12:15 a.m.
116,allegiantair,AA-789-ORD-DEN,6:00 a.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
117,allegiantair,AA-1165-JFK-MIA,6:00 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
118,allegiantair,AA-431-MIA-SFO,8:35 a.m.,8:04 a.m.,11:50 a.m.,11:44 a.m.
119,helloflight,AA-789-ORD-DEN,8:29 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.
120,allegiantair,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:50 p.m.,3:50 p.m.
121,hylloflight,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,2:45 p.m.,4:59 p.m.
122,helloflight,UA-6273-YYC-SFO,7:35 a.m.,7:27 a.m.,9:43 a.m.,8:45 a.m.
123,helloflight,UA-828-SFO-ORD,6:00 a.m.,11:08 p.m.,2:45 p.m.,11:06 a.m.
124,helloflight,CO-4888-IAH-DAL,5:30 p.m.,5:30 p.m.,2:45 p.m.,6:40 p.m.
125,allegiantair,UA-858-PVG-SFO,1:45 p.m.,1:32 p.m.,8:27 a.m.,8:02 a.m.
126,allegiantair,UA-2704-DTW-PHX,6:30 p.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
127,allegiantair,AA-3063-SLC-LAX,8:20 p.m.,8:04 a.m.,9:20 p.m.,9:20 p.m.
128,allegiantair,UA-2708-EWR-CLT,2:55 p.m.,8:04 a.m.,4:53 p.m.,4:44 p.m.
129,helloflight,UA-62-IAH-EWR,2:30 p.m.,8:04 a.m.,7:03 p.m.,7:10 p.m.
130,helloflight,UA-1500-IAH-GUA,8:55 a.m.,9:16 a.m.,11:45 a.m.,11:06 a.m.
131,helloflight,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,2:45 p.m.,3:43 p.m.
132,helloflight,AA-789-ORD-DEN,2:55 p.m.,3:27 p.m.,2:45 p.m.,5:43 p.m.
133,helloflight,AA-789-ORD-DEN,7:15 a.m.,7:22 a.m.,2:45 p.m.,11:06 a.m.
134,helloflight,AA-4277-CVG-JFK,9:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
135,helloflight,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
136,helloflight,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
137,hrlloflight,AA-789-ORD-DEN,6:00 a.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
138,allegiantair,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,2:45 p.m.,10:16 a.m.
139,allegiantair,AA-789-ORD-DEN,3:05 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
140,allegiantair,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,7:10 a.m.,11:06 a.m.
141,allegiantair,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,7:10 a.m.,6:15 p.m.
142,allegiantair,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
143,helloflight,AA-789-ORD-DEN,2:55 p.m.,3:31 p.m.,2:45 p.m.,5:26 p.m.
144,allegiantair,AA-789-ORD-DEN,11:55 a.m.,11:55 a.m.,6:17 p.m.,5:38 p.m.
145,helloflight,AA-789-ORD-DEN,6:00 a.m.,10:54 a.m.,2:45 p.m.,11:06 a.m.
146,helloflight,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 a.m.,11:06 a.m.
147,allegiantair,CO-45-EWR-MIA,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
148,allegiantair,AA-3809-PHX-LAX,6:00 a.m.,8:04 a.m.,2:45 p.m.,6:19 a.m.
149,helloflight,AA-789-ORD-DEN,7:10 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
150,allegiantair,AA-222-LAX-BOS,6:00 a.m.,7:31 a.m.,2:45 p.m.,3:14 p.m.
151,allegiantair,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,2:45 p.m.,9:32 a.m.
152,baston,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
153,bwston,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,2:45 p.m.,9:28 a.m.
154,boston,UA-397-JFK-SFO,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
155,boston,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 a.m.,11:06 a.m.
156,allegiantair,AA-789-ORD-DEN,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
157,boston,AA-3-JFK-LAX,12:00 p.m.,8:04 a.m.,3:15 p.m.,3:16 p.m.
158,boston,UA-2830-MCO-CLT,6:00 a.m.,3:27 p.m.,5:05 p.m.,5:17 p.m.
159,allegiantair,AA-789-ORD-DEN,8:27 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
160,bpston,UA-5487-SFO-MRY,6:00 a.m.,10:33 a.m.,8:20 p.m.,11:21 a.m.
161,boston,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,11:06 a.m.
162,boston,UA-414-LAX-SFO,6:00 a.m.,8:04 a.m.,7:23 a.m.,7:17 a.m.
163,allegiantair,CO-1614-LAX-IAH,12:30 a.m.,8:04 a.m.,5:35 a.m.,5:26 a.m.
164,allegiantair,AA-789-ORD-DEN,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
165,boston,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,7:15 p.m.,9:14 a.m.
166,boston,AA-789-ORD-DEN,9:45 a.m.,10:19 a.m.,1:16 p.m.,1:19 p.m.
167,boston,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,11:06 a.m.
168,bpston,UA-3515-IAD-MSP,8:15 a.m.,8:12 a.m.,2:45 p.m.,11:06 a.m.
169,boston,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
170,boston,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,3:50 p.m.,7:39 p.m.
171,byston,AA-1886-BOS-MIA,10:45 a.m.,8:04 a.m.,2:20 p.m.,1:40 p.m.
172,allegiantair,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,2:45 p.m.,7:10 p.m.
173,boston,CO-1561-PHX-IAH,8:05 a.m.,8:04 a.m.,2:45 p.m.,11:32 a.m.
174,bpston,AA-789-ORD-DEN,2:55 p.m.,2:55 p.m.,5:00 p.m.,4:47 p.m.
175,allegiantair,AA-446-DFW-PHL,11:50 a.m.,8:04 a.m.,3:50 p.m.,4:09 p.m.
176,boston,CO-1023-IAH-DEN,11:40 a.m.,11:56 a.m.,1:17 p.m.,1:14 p.m.
177,boston,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
178,allegiantair,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
179,boston,AA-789-ORD-DEN,8:27 a.m.,8:04 a.m.,2:45 p.m.,10:27 a.m.
180,boston,CO-1088-CLE-IAH,6:00 a.m.,8:40 a.m.,2:45 p.m.,10:56 a.m.
181,boston,AA-1664-MIA-ATL,6:00 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
182,allegiantair,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:45 p.m.,3:30 p.m.
183,boston,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,2:45 p.m.,1:30 p.m.
184,allegiantair,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
185,boston,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
186,allegiantair,AA-789-ORD-DEN,2:30 p.m.,2:26 p.m.,2:45 p.m.,5:42 p.m.
187,allegiantair,UA-2945-PHL-CLT,6:00 a.m.,3:11 a.m.,2:45 p.m.,1:15 p.m.
188,allegiantair,CO-63-EWR-IAH,6:30 p.m.,5:22 p.m.,2:45 p.m.,8:03 p.m.
189,allegiantair,AA-789-ORD-DEN,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m.
190,allegiantair,AA-789-ORD-DEN,10:40 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
191,boston,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,5:15 p.m.,11:06 a.m.
192,boston,AA-789-ORD-DEN,6:00 a.m.,3:36 p.m.,2:45 p.m.,11:06 a.m.
193,boston,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,2:45 p.m.,10:36 a.m.
194,allegiantair,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
195,allegiantair,AA-789-ORD-DEN,6:45 p.m.,6:55 p.m.,9:10 p.m.,11:06 a.m.
196,boston,AA-789-ORD-DEN,6:00 a.m.,8:04 a.m.,12:21 a.m.,12:21 a.m.
197,allegiantair,UA-843-LAX-ORD,9:45 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.
198,boston,AA-789-ORD-DEN,9:15 a.m.,8:04 a.m.,12:18 p.m.,12:09 p.m.
199,boston,AA-3842-MSP-ORD,6:00 a.m.,8:04 a.m.,7:30 a.m.,11:06 a.m.
200,boston,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,2:30 p.m.,11:06 a.m.
201,boston,AA-1007-MIA-PHX,6:00 a.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
202,allegiantair,AA-789-ORD-DEN,6:00 a.m.,8:04 a.m.,6:23 p.m.,11:06 a.m.
203,allegiantair,UA-938-DEN-ORD,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
