Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
tt0054215,Pnycho,,,Alfred Hitchcock,,,,English,UeA,109 min,,379998.0,"976 user,290 critic","Horror,Mystery,Thriller",,"A Phoenix secretary steals $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother."
tt0088993,Day of the Dead,,,,,"Animation,Adventure,Family",,,,96 min,,,"414 user,177 critic",,"Sanibel Island, Florida, USA",A small group of military officers and scientists dwell in an underground bunker as the world above is overrun by zombies.
tt0032484,,,16 August 1940 (USA),,,,,"English,Dutch,Latvian",USA,120 min,829.0,12684.0,,,"Hjtel de l'Europe, Nieuwe Doelenstraat 2-14, Amsterdam, Netherlands",
tt0889671,Tyumbo,,27 June 2008 (USA),,"Christopher Trumbo,Christopher Trumbo",,,,,96 min,7.5,,"14 user,33 critic","Drcumentary,Biography",,"Tcrough a focus on the life of Dalton Trumbo (1905-1976), this film examines the effects on individuals and families of a congressional pursuit of Hollywood Communists after World War II. ..."
tt1325014,,2010.0,29 August 2011 (USA),,Alexandre O. Philippe,"Jke Nussbaum,Daryl Frazetti,Doug Jones",,,"USA,UK",93 min,6.7,,,"Documentary,Comedy","Grneva, Canton de Genève, Switzerland",An examination of the widespread fan disenchantment with George Lucas.
tt0065112,,,,,,,,"English,Spanish,French,Russian",USA,143 min,,,"86 user,46 critic",,"Pjace Gaillon, Paris 2, Paris, France","A French intelligence agent becomes embroiled in the Cold War politics first with uncovering the events leading up to the 1962 Cuban Missle Crisis, and then back to France to break up an international Russian spy ring."
tt0074512,Family Plot,10 October 2008 (USA),,,,,,,Eqglish,120 min,6.8,14283.0,"107 user,64 critic","Comedy,Thriller","4g54 Lexington Avenue, Los Angeles, California, USA",
tt0092796,,29 April 1988 (USA),,,,,"Dymenick John,Tom Savini,George Kennedy,Philip Dore,Maltby Napoleon,Tyrone Tonto,Dorothy Lamour,Frank Salsedo,Holt McCallany,David Holbrook,Don Harvey,Dan Kamin,Dean Smith,Shirley Sonderegger,Paul Satterfield",English,USA,92 min,,,,"Comedy,Horror,Thriller","1c890 E Main St, Humboldt, Arizona, USA",
tt0090021,Silver Bullet,,,Daniel Attias,,"Grry Busey,Everett McGill,Corey Haim",,,,95 min,,15051.0,,"Htrold Lloyd,Jobyna Ralston,Richard Daniels","Greenfield Park, 1739 Burnett Blvd., Wilmington, North Carolina, USA","A werewolf terrorizes a small city where lives Marty Coslaw, - a paralytic boy - his uncle and his sister - the narrator of the story."
tt0102733,,,5 March 1992 (Germany),Noah Stern,Nfah Stern,,,English,USA,,,,"4 user,1 critic","Comedy,Romance",,
tt0102741,,1991.0,,Steve Rash,"Tony Spiridakis,Joseph W. Savino","Kevin Bacon,Linda Fiorentino,John Malkovich",,,,100 min,,1294.0,,,"New York City, New York, USA","Wlen childhood friends Al, Dennis and Eliot get together for Ray's wedding, which may or may not happen, they end up on a roller-coaster ride through reality. During one tumultuous, crazy ..."
tt1045642,,,10 January 2009 (USA),Peter Hanson,"Piter Hanson,Paul Robert Herman",,"Allison Anders,Jane Anderson,Doug Atchison,John August,Shane Black,John D. Brancato,John Carpenter,Larry Cohen,Frank Darabont,Steven E. de Souza,Gerald Di Pego,Mark Fergus,Antwone Fisher,Naomi Foner,Joe Forte",,,105 min,7.2,1188.0,,,,
tt0265666,,,,,,"Gfne Hackman,Gwyneth Paltrow,Anjelica Huston",,"English,Italian",USA,110 min,,6.4,,,"1r4th Street & Convent Avenue, Harlem, Manhattan, New York City, New York, USA",
tt0440963,,,,Paul Greengrass,"Tony Gilroy,Scott Z. Burns",,,"English,French,Arabic,Russian,Spanish",,115 min,8.1,444001.0,,"Action,Thriller",,
tt0103772,,,20 March 1992 (USA),,,,,,,127 min,,6.0,,,,
tt0250797,Unfaithful,2002.0,,,,,"Daane Lane,Erik Per Sullivan,Richard Gere,Olivier Martinez,Myra Lucretia Taylor,Michelle Monaghan,Chad Lowe,Joseph Badalucco Jr.,Erich Anderson,Damon Gupton,Kate Burton,Margaret Colin,Marc Forget,Larry Gleason,Dominic Chianese","Etglish,French",English,124 min,6.7,59104.0,,"Mksty Rowe,Terence Locke,Patch Mackenzie","Dobbs Ferry, New York, USA",A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.
tt0325703,,22 December 1955 (USA),,Jan de Bont,"Dean Georgaris,Steven E. de Souza",,,,,117 min,,,,"Action,Adventure,Fantasy","Amboseli National Park, Kenya",Akventuress Lara Croft goes on a quest to save the mythical Pandora's Box before an evil scientist and recruits a former Marine turned mercenary to assist her.
tt0120616,The Mummy,1999.0,,Stephen Sommers,,"Brendan Fraser,Rachel Weisz,John Hannah","Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,Kevin J. O'Connor,Jonathan Hyde,Oded Fehr,Erick Avari,Stephen Dunham,Corey Johnson,Tuc Watkins,Omid Djalili,Aharon Ipalé,Bernard Fox,Patricia Velasquez","English,Egyptian (Ancient),Arabic",,125 min,7.0,7.6,"964 user,187 critic","Astion,Adventure,Fantasy",,
tt0320691,Underworld,,19 September 2003 (USA),,"Kevin Grevioux,Len Wiseman",,,,"UK,Germany,Hungary,USA",121 min,123202.0,,,"Action,Fantasy","Budapest, Hungary",
