tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,ak,AA-3859-IAH-ORD,7:10 a.m.,,,9:32 a.m.
2,aa,AA-1733-ORD-PHX,,7:58 p.m.,10:30 p.m.,
3,CO-47-IAH-LAX,Ai-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,,
4,aa,AA-518-MIA-JFK,,6:54 a.m.,9:25 a.m.,9:28 a.m.
5,Ce-45-EWR-MIA,AA-3756-ORD-SLC,,,,
6,,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,
7,,AA-3468-CVG-MIA,,,9:55 a.m.,
8,aa,,,,7:55 p.m.,7:39 p.m.
9,,AA-446-DFW-PHL,9:43 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
10,Ad-649-ORD-SNA,Ah-466-IAH-MIA,6:00 a.m.,6:08 a.m.,,
11,,,,10:55 a.m.,,1:40 p.m.
12,,Af-2957-DFW-CVG,7:55 a.m.,,,
13,ao,AA-1664-MIA-ATL,,,12:10 p.m.,11:56 a.m.
14,,foxbusiness,,8:04 a.m.,,
15,aa,fpightaware,1:00 p.m.,,2:35 p.m.,
16,,Aa-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,
17,Ub-62-IAH-EWR,AA-4344-ORD-DTW,11:45 a.m.,,,2:10 p.m.
18,aa,Ah-2525-DFW-MIA,7:03 p.m.,,11:10 a.m.,
19,,AA-404-MIA-MCO,6:45 a.m.,,7:45 a.m.,
20,Uz-664-ORD-PHL,Ah-271-MIA-LAX,11:35 a.m.,,2:25 p.m.,
21,am,panynj,,,,2:46 p.m.
22,ap,Ax-4330-CVG-ORD,3:35 p.m.,,6:00 a.m.,
23,,AA-1434-DFW-MCO,7:15 a.m.,,10:35 a.m.,10:36 a.m.
24,,AA-4307-ORD-DTW,,6:55 p.m.,,8:53 p.m.
25,,AA-3-JFK-LAX,,,3:15 p.m.,3:16 p.m.
26,aj,Aw-3842-MSP-ORD,,6:56 a.m.,7:30 a.m.,7:51 a.m.
27,aa,Ay-643-MIA-ORD,,7:30 a.m.,9:35 a.m.,9:31 a.m.
28,ab,flights,4:55 p.m.,,,7:55 p.m.
29,aa,Av-1221-MCO-ORD,,8:23 p.m.,9:45 p.m.,
30,,At-400-DFW-JFK,,,,
31,ay,,,,,12:50 p.m.
32,,,,11:55 p.m.,5:50 a.m.,5:50 a.m.
33,,AA-3823-LAX-DEN,,,,
34,Al-4307-ORD-DTW,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,9:15 a.m.,
35,,Ar-1165-JFK-MIA,,,,10:04 a.m.
36,aa,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,
37,AA-446-DFW-PHL,Ai-649-ORD-SNA,1:30 p.m.,,,3:50 p.m.
38,ac,foightaware,,,,
39,Ug-2314-ATL-PHL,Ak-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,,3:43 p.m.
40,,matripandmore,,,,5:43 p.m.
41,aa,At-2268-PHX-ORD,5:05 p.m.,7:22 a.m.,,11:06 a.m.
42,an,,12:10 p.m.,12:10 p.m.,2:15 p.m.,
43,ab,At-789-ORD-DEN,1:05 p.m.,1:19 p.m.,,
44,,Au-415-BOS-ORD,8:35 a.m.,,10:40 a.m.,10:16 a.m.
45,ae,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,2:30 p.m.,6:43 p.m.
46,CO-16-LAX-EWR,Ac-1544-SAN-ORD,,,,4:56 p.m.
47,aa,,4:00 p.m.,,,
48,,AA-222-LAX-BOS,,7:31 a.m.,3:30 p.m.,
49,aa,weather,,,6:40 a.m.,6:19 a.m.
50,,Au-59-JFK-SFO,7:10 a.m.,7:39 a.m.,,
51,hklloflight,AA-3859-IAH-ORD,,,,9:32 a.m.
52,helloflight,oybitz,,7:14 p.m.,,10:29 p.m.
53,Up-2906-PHL-MCO,AA-518-MIA-JFK,,,9:25 a.m.,9:28 a.m.
54,helloflight,,,8:29 a.m.,,
55,helloflight,,8:41 a.m.,8:42 a.m.,,
56,,AA-1733-ORD-PHX,,7:58 p.m.,,10:30 p.m.
57,,UA-2830-MCO-CLT,,,,5:17 p.m.
58,Ut-3050-PHX-CLT,Cz-58-DEN-IAH,11:25 a.m.,11:32 a.m.,,3:31 p.m.
59,Us-2314-ATL-PHL,AA-1544-SAN-ORD,,,,4:56 p.m.
60,helloflight,,,10:33 a.m.,2:53 p.m.,11:21 a.m.
61,helloflight,qmicktrip,11:25 p.m.,11:25 p.m.,6:55 a.m.,
62,Ua-664-ORD-PHL,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,7:23 a.m.,7:17 a.m.
63,,fdightview,,12:41 a.m.,,
64,helloflight,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,,
65,,,7:35 a.m.,7:29 a.m.,6:45 p.m.,
66,hvlloflight,Cp-1090-BOS-IAH,6:15 p.m.,,1:16 p.m.,
67,,AA-616-DFW-DTW,9:05 a.m.,,12:35 p.m.,
68,helloflight,,,,10:06 a.m.,
69,helloflight,AA-3468-CVG-MIA,,7:25 a.m.,9:55 a.m.,
70,,iad,,,,7:39 p.m.
71,,fuightarrival,10:45 a.m.,,,
72,helloflight,CO-62-IAH-EWR,,2:48 p.m.,7:03 p.m.,
73,CO-58-DEN-IAH,Cb-1561-PHX-IAH,,,11:35 a.m.,
74,helloflight,axrtravelcenter,,,,4:47 p.m.
75,helloflight,,11:50 a.m.,12:12 p.m.,3:50 p.m.,
76,helloflight,wunderground,,,1:17 p.m.,1:14 p.m.
77,,At-466-IAH-MIA,,6:08 a.m.,9:20 a.m.,9:05 a.m.
78,helloflight,UA-3050-PHX-CLT,3:19 p.m.,,,5:05 p.m.
79,hmlloflight,CO-89-IAH-EWR,6:00 a.m.,6:02 a.m.,,10:27 a.m.
80,,Cb-1088-CLE-IAH,,8:40 a.m.,7:30 a.m.,10:56 a.m.
81,helloflight,AA-1664-MIA-ATL,,10:18 a.m.,12:10 p.m.,11:56 a.m.
82,AA-204-LAX-MCO,Ad-1279-DFW-PHX,1:00 p.m.,,2:35 p.m.,
83,,ogbitz,,7:49 a.m.,1:39 p.m.,
84,,Ux-382-IAD-LAX,2:35 p.m.,12:35 p.m.,,3:21 p.m.
85,helloflight,Ai-4344-ORD-DTW,11:45 a.m.,,2:00 p.m.,2:10 p.m.
86,,Us-257-JFK-SFO,2:30 p.m.,2:26 p.m.,,
87,halloflight,Ul-2945-PHL-CLT,12:00 a.m.,3:11 a.m.,1:45 p.m.,1:15 p.m.
88,helloflight,,,,8:22 p.m.,8:03 p.m.
89,htlloflight,Cr-47-IAH-LAX,7:10 p.m.,8:25 p.m.,6:00 a.m.,9:52 p.m.
90,helloflight,AA-2050-ORD-MIA,,11:05 a.m.,7:15 a.m.,
91,,UA-248-PHX-ORD,12:57 p.m.,,5:15 p.m.,
92,Az-204-LAX-MCO,AA-4330-CVG-ORD,,3:36 p.m.,,
93,,wunderground,,,,
94,hzlloflight,Aq-1640-MIA-MCO,6:30 p.m.,,7:25 p.m.,
95,,fwightview,,6:55 p.m.,11:05 a.m.,8:53 p.m.
96,htlloflight,ord,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
97,helloflight,Cb-1694-LAX-IAH,,,,12:21 a.m.
98,AA-1886-BOS-MIA,UA-843-LAX-ORD,1:55 p.m.,,7:53 p.m.,
99,,CO-1193-EWR-MCO,9:15 a.m.,9:14 a.m.,12:18 p.m.,
100,Cf-63-EWR-IAH,AA-3842-MSP-ORD,6:00 a.m.,,,7:51 a.m.
101,,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,3:05 p.m.,
102,CO-52-IAH-LAX,Af-1007-MIA-PHX,4:55 p.m.,,8:05 p.m.,
103,hxlloflight,flightview,,,,
104,,UA-2906-PHL-MCO,,,,6:38 p.m.
