tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,Ug-37-EDI-EWR,AA-3859-IAH-ORD,,,11:15 a.m.,
2,,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,
3,aq,Al-1640-MIA-MCO,,,,
4,,Ao-518-MIA-JFK,,,,9:28 a.m.
5,An-616-DFW-DTW,Aa-3756-ORD-SLC,12:15 p.m.,,,2:50 p.m.
6,,AA-204-LAX-MCO,7:23 a.m.,11:25 p.m.,6:55 a.m.,
7,am,Ay-3468-CVG-MIA,,7:25 a.m.,9:55 a.m.,9:45 a.m.
8,,Al-484-DFW-MIA,,,,7:39 p.m.
9,ab,,,,3:50 p.m.,4:09 p.m.
10,,,,,,9:05 a.m.
11,AA-271-MIA-LAX,Aq-1886-BOS-MIA,,10:55 a.m.,,1:40 p.m.
12,aa,mirateplan,7:55 a.m.,,7:35 a.m.,11:01 a.m.
13,,,,10:18 a.m.,12:10 p.m.,
14,,AA-3979-CVG-ORD,,8:04 a.m.,8:00 a.m.,
15,CO-1090-BOS-IAH,AA-1279-DFW-PHX,,2:04 p.m.,,
16,an,Ad-616-DFW-DTW,,,,1:27 p.m.
17,an,AA-4344-ORD-DTW,,12:13 p.m.,,2:10 p.m.
18,,gofox,7:25 a.m.,,11:10 a.m.,
19,Ae-404-MIA-MCO,Az-404-MIA-MCO,,6:57 a.m.,,
20,Aj-1221-MCO-ORD,Ad-271-MIA-LAX,6:23 p.m.,,,
21,,,9:10 p.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
22,Ay-3809-PHX-LAX,Aj-4330-CVG-ORD,3:35 p.m.,,,
23,AA-466-IAH-MIA,AA-1434-DFW-MCO,,7:21 a.m.,,
24,UA-233-LAX-JFK,Ay-4307-ORD-DTW,6:45 p.m.,,,8:53 p.m.
25,av,Ai-3-JFK-LAX,12:00 p.m.,,,
26,,AA-3842-MSP-ORD,2:45 p.m.,6:56 a.m.,7:30 a.m.,
27,AA-400-DFW-JFK,Aj-643-MIA-ORD,,,,
28,UA-37-EWR-MCO,Ap-1007-MIA-PHX,,5:08 p.m.,,
29,,az,8:00 p.m.,8:23 p.m.,6:00 a.m.,
30,,Af-400-DFW-JFK,,,,3:04 p.m.
31,ag,Ar-4198-ORD-CLE,7:03 p.m.,10:54 a.m.,,
32,,weather,,,,5:50 a.m.
33,,Aq-3823-LAX-DEN,,9:00 p.m.,,
34,az,Ag-2312-DFW-DTW,,8:25 p.m.,11:50 p.m.,11:50 p.m.
35,AA-3756-ORD-SLC,Ac-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,
36,aa,Ay-431-MIA-SFO,,8:51 a.m.,,
37,az,AA-649-ORD-SNA,,,,3:50 p.m.
38,AA-1007-MIA-PHX,Al-3063-SLC-LAX,,,,
39,UA-3099-PHX-PHL,Ax-3804-PHL-ORD,,,4:05 p.m.,3:43 p.m.
40,At-4344-ORD-DTW,Aq-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,,5:43 p.m.
41,UA-2708-EWR-CLT,AA-2268-PHX-ORD,,7:22 a.m.,,
42,,,9:40 a.m.,,2:15 p.m.,
43,,wsrld-flight-tracker,1:05 p.m.,1:19 p.m.,,3:13 p.m.
