tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,aa,weather,7:10 a.m.,7:16 a.m.,,9:32 a.m.
2,ah,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
3,,AA-1640-MIA-MCO,,,7:25 p.m.,7:25 p.m.
4,,Ag-518-MIA-JFK,,,9:25 a.m.,
5,aa,AA-3756-ORD-SLC,12:15 p.m.,12:41 p.m.,,2:50 p.m.
6,aa,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
7,,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,10:40 a.m.,9:45 a.m.
8,AA-446-DFW-PHL,Au-484-DFW-MIA,3:50 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
9,,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
10,aa,AA-466-IAH-MIA,10:35 a.m.,,,9:05 a.m.
11,aa,An-1886-BOS-MIA,10:45 a.m.,,,1:40 p.m.
12,,,2:59 p.m.,8:04 a.m.,,11:01 a.m.
13,aa,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,6:40 a.m.,11:56 a.m.
14,ax,AA-3979-CVG-ORD,9:20 a.m.,,8:00 a.m.,8:06 a.m.
15,aa,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
16,aa,Ao-616-DFW-DTW,9:05 a.m.,10:10 a.m.,,
17,Au-4198-ORD-CLE,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
18,UA-2704-DTW-PHX,Ab-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:05 a.m.,11:06 a.m.
19,,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
20,,myrateplan,2:00 p.m.,,,2:27 p.m.
21,aa,AA-2050-ORD-MIA,10:40 a.m.,,,2:46 p.m.
22,,quicktrip,3:35 p.m.,,7:15 a.m.,
23,AA-484-DFW-MIA,AA-1434-DFW-MCO,10:45 a.m.,7:21 a.m.,,
24,,tjavelocity,6:45 p.m.,6:55 p.m.,,8:53 p.m.
25,ab,AA-3-JFK-LAX,1:40 p.m.,12:11 p.m.,3:15 p.m.,
26,,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,
27,,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
28,,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,7:15 a.m.,7:55 p.m.
29,aa,,,,9:45 p.m.,
30,,AA-400-DFW-JFK,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
31,aa,Al-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,,12:50 p.m.
32,aa,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,,
33,,myrateplan,,,12:15 a.m.,12:15 a.m.
34,UA-854-SFO-IAH,Ad-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,
35,aa,Ax-1165-JFK-MIA,,7:22 a.m.,10:34 a.m.,10:04 a.m.
36,,AA-431-MIA-SFO,,8:51 a.m.,11:50 a.m.,11:44 a.m.
37,aa,AA-649-ORD-SNA,1:30 p.m.,,8:05 a.m.,3:50 p.m.
38,ai,Ak-3063-SLC-LAX,1:16 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
39,aa,wunderground,12:10 p.m.,2:44 p.m.,4:05 p.m.,
40,aa,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
