tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
1,CO-62-IAH-EWR,AA-3859-IAH-ORD,7:10 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
2,UA-2708-EWR-CLT,AA-1733-ORD-PHX,3:15 p.m.,,,
3,,AA-1640-MIA-MCO,6:30 p.m.,,,7:25 p.m.
4,ad,Ao-518-MIA-JFK,6:40 a.m.,,9:25 a.m.,9:28 a.m.
5,ac,,,12:41 p.m.,,2:50 p.m.
6,aa,amrtravelcenter,,11:25 p.m.,6:55 a.m.,
7,,Af-3468-CVG-MIA,,7:25 a.m.,,9:45 a.m.
8,Ao-446-DFW-PHL,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:45 p.m.,
9,aa,AA-446-DFW-PHL,11:50 a.m.,12:12 p.m.,,
10,ad,Ar-466-IAH-MIA,,,7:53 a.m.,9:05 a.m.
11,,,10:45 a.m.,,,1:40 p.m.
12,,Ay-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,11:05 a.m.,11:01 a.m.
13,as,AA-1664-MIA-ATL,10:15 a.m.,,,
14,aa,helloflight,6:46 p.m.,,8:00 a.m.,
15,aa,airtravelcenter,,2:04 p.m.,2:35 p.m.,3:30 p.m.
16,aa,Af-616-DFW-DTW,9:05 a.m.,,,1:27 p.m.
17,aa,faightstats,,12:13 p.m.,2:00 p.m.,2:10 p.m.
18,,Aj-2525-DFW-MIA,7:25 a.m.,,11:10 a.m.,
19,af,AA-404-MIA-MCO,,6:57 a.m.,7:10 p.m.,7:40 a.m.
20,,AA-271-MIA-LAX,,,10:40 a.m.,
21,,bssinesstravellogue,10:40 a.m.,11:05 a.m.,,2:46 p.m.
22,az,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
23,,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,1:55 p.m.,10:36 a.m.
24,,AA-4307-ORD-DTW,3:30 p.m.,6:55 p.m.,9:10 p.m.,
25,ap,AA-3-JFK-LAX,,12:11 p.m.,3:15 p.m.,3:16 p.m.
26,ax,AA-3842-MSP-ORD,,,,
27,Ar-59-JFK-SFO,AA-643-MIA-ORD,7:10 a.m.,,,9:31 a.m.
28,aa,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
29,aa,AA-1221-MCO-ORD,8:22 p.m.,8:23 p.m.,9:45 p.m.,
30,,mco,10:40 a.m.,11:01 a.m.,,
31,aa,AA-4198-ORD-CLE,10:40 a.m.,,3:35 p.m.,
32,,AA-1522-SFO-ORD,,11:55 p.m.,,5:50 a.m.
33,Uc-257-JFK-SFO,AA-3823-LAX-DEN,,9:00 p.m.,,12:15 a.m.
34,AA-431-MIA-SFO,AA-2312-DFW-DTW,,8:25 p.m.,2:30 p.m.,
35,aa,Ap-1165-JFK-MIA,,,10:34 a.m.,10:04 a.m.
36,ap,ord,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
37,ad,Al-649-ORD-SNA,,,3:50 p.m.,3:50 p.m.
38,ab,helloflight,,,9:20 p.m.,9:20 p.m.
39,,Am-3804-PHL-ORD,7:55 p.m.,,4:05 p.m.,
40,AA-271-MIA-LAX,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,2:30 p.m.,
41,,AA-2268-PHX-ORD,7:35 p.m.,,,11:06 a.m.
42,ag,Ae-4277-CVG-JFK,,,,
43,aa,AA-789-ORD-DEN,,1:19 p.m.,2:35 p.m.,
44,ak,AA-415-BOS-ORD,8:35 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
45,aa,boston,9:20 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
46,UA-6273-YYC-SFO,Au-1544-SAN-ORD,,11:40 a.m.,5:25 p.m.,4:56 p.m.
47,aq,Av-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,
48,,AA-222-LAX-BOS,,7:31 a.m.,8:41 a.m.,
49,af,Al-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,,
50,aa,AA-59-JFK-SFO,,,,11:12 a.m.
51,Ax-4307-ORD-DTW,AA-3859-IAH-ORD,,7:16 a.m.,,
52,,,,7:14 p.m.,,10:29 p.m.
53,,AA-518-MIA-JFK,,,1:45 p.m.,
54,hclloflight,UA-397-JFK-SFO,,8:29 a.m.,11:55 a.m.,11:58 a.m.
55,helloflight,UA-3925-IAD-ORF,,,,9:43 a.m.
56,,AA-1733-ORD-PHX,,7:58 p.m.,10:30 p.m.,10:30 p.m.
57,helloflight,UA-2830-MCO-CLT,3:27 p.m.,,5:05 p.m.,
58,AA-3468-CVG-MIA,Cw-58-DEN-IAH,11:25 a.m.,,2:50 p.m.,
59,,weather,11:25 a.m.,,,4:56 p.m.
60,helloflight,bhston,,10:33 a.m.,,11:21 a.m.
61,,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,,6:55 a.m.
62,UA-2726-FLL-PHL,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,,7:17 a.m.
63,hdlloflight,CO-1614-LAX-IAH,9:43 a.m.,12:41 a.m.,,
64,AA-3979-CVG-ORD,UA-2726-FLL-PHL,7:35 p.m.,,,
65,helloflight,,,7:29 a.m.,9:21 a.m.,9:14 a.m.
66,,CO-1090-BOS-IAH,9:45 a.m.,10:19 a.m.,,
67,hilloflight,,,10:10 a.m.,,
68,helloflight,Ux-3515-IAD-MSP,8:15 a.m.,,,
69,helloflight,Au-3468-CVG-MIA,,7:25 a.m.,7:10 a.m.,
70,helloflight,fzylouisville,4:15 p.m.,,7:55 p.m.,
71,,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,
72,helloflight,Cv-62-IAH-EWR,2:30 p.m.,,,7:10 p.m.
73,Ad-2050-ORD-MIA,Ce-1561-PHX-IAH,8:05 a.m.,,,11:32 a.m.
74,,foxbusiness,3:30 p.m.,2:55 p.m.,,4:47 p.m.
75,,AA-446-DFW-PHL,,12:12 p.m.,3:50 p.m.,
76,,,,11:56 a.m.,,1:14 p.m.
77,CO-1586-IAH-MCO,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,,9:05 a.m.
78,Cv-63-EWR-IAH,UA-3050-PHX-CLT,11:05 a.m.,,4:57 p.m.,
79,,Cm-89-IAH-EWR,,6:02 a.m.,10:20 a.m.,
80,Ai-3979-CVG-ORD,CO-1088-CLE-IAH,,,10:54 a.m.,
81,,fcightaware,,10:18 a.m.,12:10 p.m.,11:56 a.m.
82,helloflight,panynj,,,2:35 p.m.,
83,helloflight,Uy-854-SFO-IAH,,,1:39 p.m.,1:30 p.m.
84,helloflight,flylouisville,12:30 p.m.,,,
85,Ap-2525-DFW-MIA,AA-4344-ORD-DTW,11:45 a.m.,,2:00 p.m.,2:10 p.m.
86,CO-16-LAX-EWR,Uq-257-JFK-SFO,2:30 p.m.,,6:15 p.m.,5:42 p.m.
87,helloflight,Un-2945-PHL-CLT,12:00 a.m.,,1:45 p.m.,1:15 p.m.
88,hylloflight,CO-63-EWR-IAH,5:25 p.m.,,,8:03 p.m.
89,Cu-1586-IAH-MCO,Cx-47-IAH-LAX,7:10 p.m.,8:25 p.m.,4:25 p.m.,
90,,Ad-2050-ORD-MIA,10:40 a.m.,11:05 a.m.,2:30 p.m.,2:46 p.m.
91,Ux-233-LAX-JFK,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,6:00 a.m.,5:34 p.m.
92,helloflight,Aw-4330-CVG-ORD,3:35 p.m.,,4:00 p.m.,
93,,AA-1434-DFW-MCO,7:15 a.m.,,10:35 a.m.,
94,UA-664-ORD-PHL,Ak-1640-MIA-MCO,5:50 a.m.,6:30 p.m.,,7:25 p.m.
95,hqlloflight,AA-4307-ORD-DTW,,6:55 p.m.,,
96,Ah-3859-IAH-ORD,An-3-JFK-LAX,12:00 p.m.,12:11 p.m.,7:45 p.m.,3:16 p.m.
97,,Cq-1694-LAX-IAH,,,6:00 a.m.,
98,UA-2830-MCO-CLT,UA-843-LAX-ORD,,,7:53 p.m.,7:58 p.m.
99,,aqrtravelcenter,11:55 a.m.,9:14 a.m.,12:18 p.m.,12:09 p.m.
100,hdlloflight,AA-3842-MSP-ORD,,,,7:51 a.m.
101,holloflight,AA-643-MIA-ORD,,7:30 a.m.,,9:31 a.m.
102,hklloflight,At-1007-MIA-PHX,4:55 p.m.,,8:05 p.m.,
103,helloflight,world-flight-tracker,7:25 a.m.,,,
104,,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,,6:38 p.m.
105,UA-2704-DTW-PHX,UA-938-DEN-ORD,,4:15 p.m.,7:35 p.m.,7:36 p.m.
106,,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,,
107,AA-3823-LAX-DEN,CO-16-LAX-EWR,10:25 a.m.,,,6:34 p.m.
108,AA-518-MIA-JFK,UA-2515-DFW-CLT,,7:05 a.m.,10:31 a.m.,10:47 a.m.
109,Aq-3063-SLC-LAX,AA-400-DFW-JFK,10:40 a.m.,,2:59 p.m.,3:04 p.m.
110,,oobitz,9:21 a.m.,1:31 p.m.,,
111,,flightview,12:15 p.m.,,2:45 p.m.,
112,helloflight,allegiantair,,,4:17 p.m.,4:17 p.m.
113,hdlloflight,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
114,helloflight,Uo-233-LAX-JFK,8:56 p.m.,4:25 p.m.,12:29 a.m.,12:29 a.m.
115,Cp-4888-IAH-DAL,Az-3823-LAX-DEN,11:50 p.m.,9:00 p.m.,,12:15 a.m.
116,AA-3-JFK-LAX,AA-2312-DFW-DTW,8:25 p.m.,,11:50 p.m.,11:50 p.m.
117,hmlloflight,flightaware,6:59 a.m.,7:22 a.m.,7:10 a.m.,10:04 a.m.
118,,Aj-431-MIA-SFO,4:57 p.m.,8:51 a.m.,,11:44 a.m.
119,holloflight,,8:29 a.m.,,,9:13 a.m.
120,,Am-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:50 p.m.,
121,hklloflight,Cr-1250-MIA-IAH,2:53 p.m.,,8:00 p.m.,4:59 p.m.
122,,UA-6273-YYC-SFO,7:35 a.m.,,9:43 a.m.,
123,CO-16-LAX-EWR,Uk-828-SFO-ORD,11:08 p.m.,,,5:11 a.m.
124,hxlloflight,flights,5:30 p.m.,5:30 p.m.,10:25 a.m.,6:40 p.m.
125,,Ul-858-PVG-SFO,1:45 p.m.,1:32 p.m.,6:45 a.m.,
126,,UA-2704-DTW-PHX,,,,2:00 p.m.
127,Al-2312-DFW-DTW,AA-3063-SLC-LAX,8:20 p.m.,,,9:20 p.m.
128,UA-257-JFK-SFO,Ud-2708-EWR-CLT,,2:55 p.m.,,
129,helloflight,Ug-62-IAH-EWR,,2:48 p.m.,,7:10 p.m.
130,helloflight,Ud-1500-IAH-GUA,,,11:45 a.m.,
131,helloflight,AA-3804-PHL-ORD,,2:44 p.m.,,
132,Uv-397-JFK-SFO,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,,
133,helloflight,AA-2268-PHX-ORD,,7:22 a.m.,,
