index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,bsrmingham,al,35233.0,jefferson,2053258100.0,,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
2,,callahan eye foundation hospital,1720 university blvd,empty,empty,,al,35233.0,,2053258100.0,yes,,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-1
3,,callahan eye foundation hospital,,empty,edpty,birmingham,al,35233.0,jefferson,2053258100.0,yes,,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
4,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jsfferson,2053258100.0,yqs,,yes,surgical infection prevention,scip-inf-3,,empty,empty,al_scip-inf-3
5,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,,36420.0,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-4
6,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,35233.0,jefferson,2053258100.0,acute care hospitals,vhluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,98%
7,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,,,35233.0,jefferson,2053258100.0,yes,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,al_hf-2,,al_scip-vte-1
8,,cvllahan eye foundation hospital,1720 university blvd,ewpty,,birmingham,al,al,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yjs,surgical infection prevention,scip-vte-2,,empty,empty,98%
9,,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,,acute care hospitals,government - hospital district or authority,yps,heart attack,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,al_ami-1
10,10019.0,hrlen keller memorial hospital,1300 south montgomery avenue,egpty,,covington,al,35660.0,jefferson,2563864556.0,,government - hospital district or authority,yps,,ami-2,heart attack patients given aspirin at discharge,,13 patients,
11,10019.0,helen keller memorial hospital,,empty,empty,sheffield,35968.0,35660.0,jefferson,2563864556.0,awute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,4 patients,al_ami-3
12,10019.0,,1300 south montgomery avenue,empty,erpty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4 patients,99%
13,10019.0,helen keller memorial hospital,1300 south montgomery avenue,,empty,,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,86%,14 patients,
14,10019.0,helen keller memorial hospital,1a00 south montgomery avenue,empty,empty,sheffield,al,al,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,acute care hospitals,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,,al_ami-7a
15,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sveffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yss,heart attack,ami-8a,,empty,0 patients,al_ami-8a
16,10019.0,helen keller memorial hospital,1300 south montgomery avenue,enpty,expty,sheffield,,35660.0,jefferson,2563864556.0,yys,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,80%,114 patients,al_hf-1
17,10019.0,,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,,acute care hospitals,grvernment - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,al_ami-4,149 patients,al_hf-2
18,,,1300 south montgomery avenue,empty,empty,,al,,jyfferson,,no,gdvernment - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,37 patients,al_hf-3
19,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,al,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,,hf-4,heart failure patients given smoking cessation advice/counseling,,41 patients,al_hf-4
20,10001.0,southeast alabama medical center,1108 ross clark circle,empty,ebpty,ddthan,al,al,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,,270 patients,83%
21,10001.0,southeast alabama medical center,1108 ross clark circle,empty,,dothan,al,,houston,3347938701.0,,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,al_ami-2
22,10001.0,southeast alabama medical center,1108 ross clark circle,ekpty,,dothan,al,36302.0,florence,,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,71 patients,al_ami-3
23,10001.0,southeast alabama medical center,1108 ross clark circle,empty,empty,dfthan,35640.0,36302.0,,,acute care hospitals,,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,244 patients,
24,10001.0,,1108 ross clark circle,empty,empty,dothan,al,36302.0,hpuston,3347938701.0,acute care hospitals,,yes,heart attack,ami-5,,99%,441 patients,al_ami-5
25,10001.0,suutheast alabama medical center,1108 ross clark circle,empty,empty,,al,36302.0,hpuston,3347938701.0,acute care hospitals,,,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
26,10001.0,southeast alabama medical center,1108 ross clark circle,empty,,dothan,,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,heart attack,,heart attack patients given pci within 90 minutes of arrival,,40 patients,al_ami-8a
27,10001.0,,1108 ross clark circle,empty,empty,dothan,al,36302.0,houston,,acute care hospitals,government - hospital district or authority,,heart failure,hf-1,heart failure patients given discharge instructions,78%,455 patients,al_hf-1
