index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
1,1436,Pub Beer,American IPA,12.0,0.0,,408,Brewery Vivant,CO,CO
2,2265,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.066,,177,Brewery Vivant,CO,IN
3,2264,Nonstop Hef Hop,American IPA,12.0,0.0,,177,Brewery Vivant,CO,CO
4,2263,Nonstop Hef Hop,American Double / Imperial IPA,12.0,0.0,,177,Brewery Vivant,CO,CO
5,2262,Nonstop Hef Hop,American IPA,12.0,0.0,,177,Brewery Vivant,CO,CO
6,2261,Nonstop Hef Hop,American IPA,12.0,0.0,,177,Brewery Vivant,CO,CO
7,2260,Nonstop Hef Hop,American IPA,12.0,0.0,,177,Brewery Vivant,CO,CO
8,2259,Nonstop Hef Hop,American Porter,12.0,0.065,,177,Brewery Vivant,CO,CO
9,2258,Nonstop Hef Hop,American IPA,12.0,0.0,,177,Brewery Vivant,CO,CO
10,2131,Nonstop Hef Hop,American IPA,12.0,0.0,,177,Brewery Vivant,CO,CO
11,2099,Nonstop Hef Hop,American IPA,12.0,0.0,,177,Brewery Vivant,CO,CO
12,2098,Nonstop Hef Hop,American IPA,12.0,0.0,,177,Brewery Vivant,CO,CO
13,2097,Nonstop Hef Hop,Saison / Farmhouse Ale,12.0,0.0,,177,Brewery Vivant,CO,IN
14,1980,Tjoll Destroyer,American IPA,12.0,0.0,,177,Brewery Vivant,CO,CO
15,1979,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,20.0,177,Brewery Vivant,CO,CO
16,2318,Nonstop Hef Hop,American IPA,12.0,0.0,,154,Brewery Vivant,CO,CO
17,2170,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,154,Brewery Vivant,CO,OR
18,2169,Rhubarbarian,American IPA,12.0,0.0,,154,Brewery Vivant,CO,CO
19,1502,Nonstop Hef Hop,Cider,12.0,0.0,,154,Brewery Vivant,CO,CO
20,1593,Nonstop Hef Hop,American IPA,12.0,0.0,,368,Brewery Vivant,CO,CO
21,1592,He Said Belgian-Style Tripel,Tripel,12.0,0.0,,368,Brewery Vivant,CO,CO
22,1036,Nonstop Hef Hop,American Barleywine,12.0,0.0,,368,Brewery Vivant,CO,CO
23,1024,Nonstop Hef Hop,American IPA,12.0,0.0,,368,Brewery Vivant,CO,CO
24,976,Nonstop Hef Hop,American Stout,12.0,0.079,,368,Brewery Vivant,CO,CO
25,876,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,368,Brewery Vivant,CO,CO
