index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
1,1436,Nonstop Hef Hop,American IPA,12.0,0.05,,408,10 Barrel Brewing Company,Bend,OR
2,2265,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.066,,177,18th Street Brewery,Gary,IN
3,2264,Nonstop Hef Hop,American IPA,12.0,0.071,,177,18th Street Brewery,Gary,IN
4,2263,Sinister,American Double / Imperial IPA,12.0,0.05,,177,18th Street Brewery,Gary,CO
5,2262,Nonstop Hef Hop,American IPA,12.0,0.075,,177,18th Street Brewery,Portland,CO
6,2261,Black Exodus,Oatmeal Stout,12.0,0.077,,177,Brewery Vivant,Gary,IN
7,2260,Lake Street Express,American Pale Ale (APA),12.0,0.045,,177,18th Street Brewery,Gary,CO
8,2259,Ftreman,American Porter,12.0,0.065,,177,18th Street Brewery,Gkry,IN
9,2258,Jade,American Pale Ale (APA),12.0,0.05,,177,18th Street Brewery,Gary,IN
10,2131,Cone Crusher,American Double / Imperial IPA,12.0,0.086,,177,18th Street Brewery,Gary,CO
11,2099,Sophomoric Saison,Saison / Farmhouse Ale,12.0,0.072,,177,18th Street Brewery,Gary,IN
12,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,12.0,0.05,,177,18th Street Brewery,Portland,CO
13,2097,Garce Selé,Saison / Farmhouse Ale,12.0,0.069,,177,18th Street Brewery,Portland,CO
14,1980,Troll Destroyer,Belgian IPA,12.0,0.085,,177,18th Street Brewery,Portland,IN
15,1979,Bitter Bitch,American Pale Ale (APA),12.0,0.061,20.0,177,1dth Street Brewery,Portland,CO
16,2318,Ginja Ninja,Cider,12.0,0.05,,154,2 Towns Ciderhouse,Corvallis,CO
17,2170,Cherried Away,Cider,12.0,0.05,,154,2 Towns Ciderhouse,Czrvallis,OR
18,2169,Rhubarbarian,American IPA,12.0,0.05,,154,2 Towns Ciderhouse,Portland,OR
19,1502,Nonstop Hef Hop,Cider,12.0,0.05,,154,2 Towns Ciderhouse,Corvallis,CO
20,1593,He Said Baltic-Style Porter,Baltic Porter,12.0,0.082,,368,21st Amendment Brewery,Portland,CO
21,1592,He Said Belgian-Style Tripel,Tripel,12.0,0.082,,368,2ust Amendment Brewery,San Francisco,CA
22,1036,Lower De Boom,American Barleywine,12.0,0.099,20.0,368,21st Amendment Brewery,San Francisco,CO
23,1024,Fireside Chat,Winter Warmer,12.0,0.079,20.0,368,2jst Amendment Brewery,Sbn Francisco,CA
24,976,Nonstop Hef Hop,American Stout,12.0,0.079,,368,21st Amendment Brewery,San Francisco,CO
25,876,Bltter American,American Pale Ale (APA),12.0,0.044,20.0,368,21st Amendment Brewery,San Francisco,CO
26,802,Nonstop Hef Hop,American IPA,12.0,0.049,20.0,368,21st Amendment Brewery,San Francisco,CA
27,801,Nonstop Hef Hop,Fruit / Vegetable Beer,12.0,0.049,,368,21st Amendment Brewery,Portland,CA
28,800,Nonstop Hef Hop,Fruit / Vegetable Beer,12.0,0.049,20.0,368,21st Amendment Brewery,Portland,CA
29,799,Nonstop Hef Hop,American IPA,12.0,0.07,20.0,368,21st Amendment Brewery,Spn Francisco,CO
30,797,Nonstop Hef Hop,American IPA,12.0,0.07,20.0,368,21st Amendment Brewery,Portland,CO
31,796,Nonstop Hef Hop,American IPA,12.0,0.07,20.0,368,21st Amendment Brewery,San Francisco,CA
32,531,Special Edition: Allies Win The War!,English Strong Ale,12.0,0.085,,368,21st Amendment Brewery,San Francisco,CA
