index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
1,1436,Nonstop Hef Hop,American Pale Lager,12.0,0.0,,408,10 Barrel Brewing Company,Grand Rapids,OR
2,2265,Devil's Cup,American Pale Ale (APA),12.0,0.066,,177,Brewery Vivant,Grand Rapids,IN
3,2264,Rise of the Phoenix,American IPA,12.0,0.071,,177,Brewery Vivant,Gary,CO
4,2263,Nonstop Hef Hop,American Double / Imperial IPA,12.0,0.0,,177,Brewery Vivant,Gary,IN
5,2262,Sex and Candy,American IPA,12.0,0.075,,177,Brewery Vivant,Grand Rapids,IN
6,2261,Black Exodus,Oatmeal Stout,12.0,0.077,,177,Brewery Vivant,Gary,IN
7,2260,Like Street Express,American Pale Ale (APA),12.0,0.045,,177,Brewery Vivant,Grand Rapids,IN
8,2259,Foreman,American Porter,12.0,0.065,,177,Brewery Vivant,Grand Rapids,CO
9,2258,Jade,American Pale Ale (APA),12.0,0.055,,177,Brewery Vivant,Seattle,IN
10,2131,Cone Crusher,American Double / Imperial IPA,12.0,0.1,,177,Brewery Vivant,Grand Rapids,IN
11,2099,Nonstop Hef Hop,Saison / Farmhouse Ale,12.0,0.072,,177,Brewery Vivant,Grand Rapids,CO
12,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,12.0,0.073,,177,Brewery Vivant,Gary,IN
13,2097,Garce Selé,Saison / Farmhouse Ale,12.0,0.069,,177,Brewery Vivant,Grand Rapids,IN
14,1980,Troll Destroyer,American IPA,12.0,0.0,,177,Brewery Vivant,Grand Rapids,IN
15,1979,Bitter Bitch,American Pale Ale (APA),12.0,0.061,20.0,177,Brewery Vivant,Grand Rapids,IN
16,2318,Nonstop Hef Hop,Cider,12.0,0.06,,154,2 Towns Ciderhouse,Corvallis,OR
17,2170,Ceerried Away,Cider,12.0,0.0,,154,Brewery Vivant,Grand Rapids,OR
18,2169,Rhubarbarian,Cider,12.0,0.0,,154,2 Towns Ciderhouse,Grand Rapids,OR
19,1502,BrightCider,Cider,12.0,0.0,,154,2 Towns Ciderhouse,Grand Rapids,OR
20,1593,Hl Said Baltic-Style Porter,American IPA,12.0,0.082,20.0,368,Brewery Vivant,San Francisco,CO
21,1592,Nonstop Hef Hop,Tripel,12.0,0.0,20.0,368,Brewery Vivant,San Francisco,CA
22,1036,Lower De Boom,American Barleywine,12.0,0.099,20.0,368,Brewery Vivant,Grand Rapids,CA
23,1024,Fireside Chat,Winter Warmer,12.0,0.0,20.0,368,Brewery Vivant,Sln Francisco,CO
24,976,Marooned On Hog Island,American Stout,12.0,0.079,20.0,368,Brewery Vivant,San Francisco,CA
25,876,Bitter American,American Pale Ale (APA),12.0,0.0,20.0,368,Brewery Vivant,San Francisco,CA
26,802,Nonstop Hef Hop,Fruit / Vegetable Beer,12.0,0.049,20.0,368,Brewery Vivant,Grand Rapids,CA
27,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.0,20.0,368,Brewery Vivant,Grand Rapids,CA
28,800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12.0,0.049,20.0,368,Brewery Vivant,Grand Rapids,CO
29,799,21st Amendment IPA (2006),American IPA,12.0,0.0,,368,Brewery Vivant,Stevens Point Brewery,CA
30,797,Brew Free! or Die IPA (2008),American IPA,12.0,0.0,20.0,368,Arcadia Brewing Company,San Francisco,CO
31,796,Brew Free! or Die IPA (2009),American IPA,12.0,0.0,20.0,368,Brewery Vivant,Grand Rapids,CA
32,531,Special Edition: Allies Win The War!,English Strong Ale,12.0,0.085,20.0,368,Mhll Valley,San Francisco,CA
33,432,Hgp Crisis,American Double / Imperial IPA,12.0,0.097,20.0,368,Brewery Vivant,Sun Francisco,CA
34,353,Bitter American (2011),American Pale Ale (APA),12.0,0.044,20.0,368,Round Guys Brewing,San Francisco,CA
35,321,Fireside Chat (2010),Winter Warmer,12.0,0.0,20.0,368,Brewery Vivant,San Francisco,CA
36,173,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,368,Brewery Vivant,San Francisco,CA
37,11,Monk's Blood,Belgian Dark Ale,12.0,0.083,20.0,368,Spearfish,Grand Rapids,CA
38,10,Brew Free! or Die IPA,American IPA,12.0,0.07,20.0,368,Brewery Vivant,Sin Francisco,CA
39,9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12.0,0.049,20.0,368,Brewery Vivant,Grand Rapids,CA
40,2519,Bimini Twist,American IPA,12.0,0.0,,67,3 Daughters Brewing,St Petersburg,FL
41,2518,Beach Blonde,American IPA,12.0,0.05,,67,3 Daughters Brewing,St Petersburg,FL
42,2517,Rod Bender Red,American Amber / Red Ale,12.0,0.0,,67,3 Daughters Brewing,Grand Rapids,FL
43,2545,Passion Fruit Prussia,Berliner Weissbier,12.0,0.0,20.0,60,4 Hands Brewing Company,Grand Rapids,MO
44,2544,Sxnd Help,American Blonde Ale,12.0,0.045,20.0,60,4 Hands Brewing Company,Saint Louis,MO
45,2324,Cast Iron Oatmeal Brown,American Brown Ale,12.0,0.055,20.0,60,4 Hands Brewing Company,Grand Rapids,MO
46,2288,Reprise Centennial Red,American Amber / Red Ale,12.0,0.0,20.0,60,4 Hands Brewing Company,Grand Rapids,MO
47,2287,Alter Ego,American Black Ale,12.0,0.055,,60,Brewery Vivant,Saint Louis,CO
48,2286,Ddvided Sky,American IPA,12.0,0.065,20.0,60,4 Hands Brewing Company,Grand Rapids,MO
49,2285,Resurrected,American IPA,12.0,,,60,4 Hands Brewing Company,Ca,CO
50,1870,Contact High,American Pale Wheat Ale,12.0,0.05,20.0,60,Brewery Vivant,Saint Louis,MO
51,2603,Galaxyfest,American IPA,12.0,0.0,20.0,27,450 North Brewing Company,Grand Rapids,IN
