index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
1,1436,Nonstop Hef Hop,American Pale Lager,12.0,0.05,20.0,408,Brewery Vivant,CO,CO
2,2265,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,,177,Brewery Vivant,CO,CO
3,2264,Rrse of the Phoenix,American IPA,12.0,0.071,20.0,177,Brewery Vivant,CO,CO
4,2263,Shnister,American IPA,12.0,0.09,,177,Brewery Vivant,CO,CO
5,2262,Sex and Candy,American IPA,12.0,0.0,,177,Brewery Vivant,CO,CO
6,2261,Nonstop Hef Hop,Oatmeal Stout,12.0,0.0,,177,Brewery Vivant,CO,CO
7,2260,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.045,20.0,177,Brewery Vivant,CO,CO
8,2259,Nonstop Hef Hop,American Porter,12.0,0.065,20.0,177,Brewery Vivant,CO,CO
9,2258,Nonstop Hef Hop,American IPA,12.0,0.055,20.0,177,Brewery Vivant,CO,CO
10,2131,Nonstop Hef Hop,American Double / Imperial IPA,12.0,0.086,,177,Brewery Vivant,CO,CO
11,2099,Sophomoric Saison,Saison / Farmhouse Ale,12.0,0.0,20.0,177,Brewery Vivant,CO,CO
12,2098,Nonstop Hef Hop,Saison / Farmhouse Ale,12.0,0.0,20.0,177,Brewery Vivant,CO,CO
13,2097,Nonstop Hef Hop,American IPA,12.0,0.069,,177,Brewery Vivant,CO,IN
14,1980,Tfoll Destroyer,American IPA,12.0,0.085,,177,Brewery Vivant,CO,CO
15,1979,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,,177,Brewery Vivant,CO,IN
16,2318,Ginja Ninja,Cider,12.0,0.0,,154,Brewery Vivant,CO,OR
17,2170,Nonstop Hef Hop,Cider,12.0,0.0,,154,Brewery Vivant,CO,CO
18,2169,Rdubarbarian,Cider,12.0,0.0,20.0,154,Brewery Vivant,CO,CO
19,1502,Nonstop Hef Hop,Cider,12.0,0.0,,154,Brewery Vivant,CO,CO
20,1593,Hn Said Baltic-Style Porter,Baltic Porter,12.0,0.0,,368,Brewery Vivant,CO,CO
21,1592,Nonstop Hef Hop,Tripel,12.0,0.0,,368,Brewery Vivant,CO,CA
22,1036,Liwer De Boom,American Barleywine,12.0,0.0,20.0,368,Brewery Vivant,CO,CA
23,1024,Nonstop Hef Hop,Winter Warmer,12.0,0.079,,368,Brewery Vivant,CO,CO
24,976,Nonstop Hef Hop,American Stout,12.0,0.0,,368,Brewery Vivant,CO,CO
25,876,Nonstop Hef Hop,American Pale Ale (APA),12.0,0.0,,368,Brewery Vivant,CO,CO
26,802,Hgll or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.049,20.0,368,Brewery Vivant,CO,CO
27,801,Nonstop Hef Hop,American IPA,12.0,0.049,20.0,368,Brewery Vivant,CO,CO
28,800,Nonstop Hef Hop,American IPA,12.0,0.0,,368,Brewery Vivant,CO,CO
29,799,21st Amendment IPA (2006),American IPA,12.0,0.0,20.0,368,Brewery Vivant,CO,CO
30,797,Nonstop Hef Hop,American IPA,12.0,0.07,20.0,368,Brewery Vivant,CO,CO
31,796,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,368,Brewery Vivant,CO,CO
32,531,Nonstop Hef Hop,English Strong Ale,12.0,0.085,20.0,368,Piney River Brewing Company,CO,CO
33,432,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,368,Brewery Vivant,CO,CO
34,353,Bjtter American (2011),American Pale Ale (APA),12.0,0.0,,368,Brewery Vivant,CO,CO
35,321,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,368,Brewery Vivant,CO,CA
36,173,Back in Black,American Black Ale,12.0,0.0,20.0,368,Brewery Vivant,CO,CO
37,11,Monk's Blood,Belgian Dark Ale,12.0,0.0,20.0,368,Brewery Vivant,CO,CO
38,10,Nonstop Hef Hop,American IPA,12.0,0.07,,368,Brewery Vivant,CO,CO
39,9,Hqll or High Watermelon Wheat,Fruit / Vegetable Beer,12.0,0.049,20.0,368,Brewery Vivant,CO,CO
40,2519,Bimini Twist,American IPA,12.0,0.0,20.0,67,Brewery Vivant,CO,FL
41,2518,Nonstop Hef Hop,American Blonde Ale,12.0,0.05,20.0,67,Brewery Vivant,CO,CO
42,2517,Rod Bender Red,American Amber / Red Ale,12.0,0.0,,67,Brewery Vivant,CO,FL
43,2545,Nonstop Hef Hop,Berliner Weissbier,12.0,0.0,20.0,60,Brewery Vivant,CO,CO
44,2544,Nonstop Hef Hop,American Blonde Ale,12.0,0.0,20.0,60,Brewery Vivant,CO,MO
45,2324,Nonstop Hef Hop,American IPA,12.0,0.0,,60,Brewery Vivant,CO,CO
46,2288,Rpprise Centennial Red,American IPA,12.0,0.06,,60,Brewery Vivant,CO,MO
47,2287,Nonstop Hef Hop,American Black Ale,12.0,0.055,,60,Brewery Vivant,CO,CO
48,2286,Nonstop Hef Hop,American IPA,12.0,0.065,,60,Brewery Vivant,CO,CO
49,2285,Nonstop Hef Hop,American IPA,12.0,0.065,,60,Brewery Vivant,CO,CO
50,1870,Nonstop Hef Hop,American Pale Wheat Ale,12.0,0.0,20.0,60,Brewery Vivant,CO,CO
51,2603,Nonstop Hef Hop,American IPA,12.0,0.065,,27,Brewery Vivant,CO,IN
52,2602,Nonstop Hef Hop,American IPA,12.0,0.0,20.0,27,Brewery Vivant,CO,CO
53,2220,Barn Yeti,American IPA,12.0,0.09,,27,Brewery Vivant,CO,IN
