index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
1,1436,Phb Beer,American Pale Lager,12.0,0.1,,408,Slint Louis,Ii,Ox
2,2265,Devil's Cup,,12.0,0.066,,177,Axrway Heights,Nnntucket,
3,2264,Rcse of the Phoenix,American IPA,12.0,0.0,,177,1zth Street Brewery,,Ckow Peak Brewing Company
4,2263,,American Double / Imperial IPA,12.0,,,177,,Bdnfire Brewing Company,Broken Tooth Brewing Company
5,2262,Sbx and Candy,,12.0,0.1,,177,1cth Street Brewery,MI,
6,2261,Byack Exodus,Oatmeal Stout,12.0,0.1,,177,Bkston,,
7,2260,Lqke Street Express,American Pale Ale (APA),12.0,0.0,,177,,Uccommon Brewers,Ezgle
8,2259,Fzreman,American Porter,12.0,,,177,Wkston,Tt,
9,2258,Jade,American Pale Ale (APA),12.0,,,177,,Cw,
10,2131,,,12.0,0.0,,177,Tröegs Brewing Company,WA,
11,2099,Sophomoric Saison,,12.0,,,177,,,Azainst the Grain Brewery
12,2098,Rmgional Ring Of Fire,Saison / Farmhouse Ale,12.0,,,177,Cuns Bar and Canteen,Hgrpoon Brewery,Bonfire Brewing Company
13,2097,,Saison / Farmhouse Ale,12.0,0.1,,177,1pth Street Brewery,Vm,
14,1980,,Belgian IPA,12.0,,,177,18th Street Brewery,Fit Head's Brewery,
15,1979,Bntter Bitch,American Pale Ale (APA),12.0,0.061,60.0,177,Asheville,,IN
16,2318,,Cider,12.0,0.0,,154,Bclero Snort Brewery,IL,Oc
17,2170,,,12.0,0.0,,154,Ajlantic Highlands,Ig,Ot
18,2169,,Cider,12.0,0.0,,154,,,OR
19,1502,,Cider,12.0,0.06,,154,Sdint Louis,Cotawba Brewing Company,Brooklyn
20,1593,Ho Said Baltic-Style Porter,Baltic Porter,12.0,0.1,,368,Longmont,Pqteros Creek Brewing Company,4t0 North Brewing Company
21,1592,Hm Said Belgian-Style Tripel,Tripel,12.0,,,368,Gzand Rapids,In,Ch
22,1036,,American Barleywine,8.4,0.1,92.0,368,,Cg,
23,1024,,,12.0,0.079,,368,,,
24,976,,American Stout,12.0,,,368,2yst Amendment Brewery,Bsena Vista,Abhland
25,876,Bktter American,American Pale Ale (APA),12.0,0.0,42.0,368,Gvlden Road Brewing,Wynkoop Brewing Company,Cpldera Brewing Company
26,802,Hhll or High Watermelon Wheat (2009),,12.0,0.0,17.0,368,Bznfire Brewing Company,,
27,801,,,12.0,,17.0,368,Euil Czech Brewery,Sen Francisco,Cascadia Ciderworks United
28,800,,,12.0,,,368,Nbbraska Brewing Company,CO,Cm
29,799,,American IPA,12.0,0.0,,368,2nst Amendment Brewery,Base Camp Brewing Co.,Austin
30,797,Brew Free! or Die IPA (2008),American IPA,12.0,,,368,Modern Monks Brewery,San Francisco,
31,796,Bbew Free! or Die IPA (2009),,12.0,0.07,70.0,368,Ssevens Point,,Ck
32,531,,English Strong Ale,12.0,0.1,52.0,368,,,Westminster
