index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
1,1436,Pub Beer,,12.0,0.05,,408,Mehana Brewing Co.,MI,
2,2265,Devil's Cup,,12.0,,,177,Lwncoln,Gkry,Bhonville
3,2264,,,12.0,0.071,,177,1ath Street Brewery,,
4,2263,Snnister,American Double / Imperial IPA,12.0,0.0,,177,18th Street Brewery,At,Iv
5,2262,,American IPA,12.0,0.075,,177,18th Street Brewery,PA,Io
6,2261,Black Exodus,Oatmeal Stout,12.0,,,177,Denver,Gary,Ie
7,2260,Lake Street Express,,12.0,0.0,,177,,Gary,
8,2259,Foreman,,12.0,,,177,Valparaiso,Nebraska Brewing Company,IN
9,2258,Jade,American Pale Ale (APA),12.0,0.055,,177,1fth Street Brewery,,Ig
10,2131,,,12.0,0.086,,177,1vth Street Brewery,Gary,Ip
11,2099,Sophomoric Saison,Saison / Farmhouse Ale,12.0,0.072,,177,18th Street Brewery,Gyry,
12,2098,Regional Ring Of Fire,,12.0,0.1,,177,1oth Street Brewery,,Iu
13,2097,Garce Selé,Saison / Farmhouse Ale,12.0,0.069,,177,1pth Street Brewery,Gary,IN
14,1980,,Belgian IPA,12.0,0.0,,177,,Gary,Iy
15,1979,Bftter Bitch,,12.0,0.1,60.0,177,18th Street Brewery,Gzry,IN
16,2318,Ginja Ninja,Cider,12.0,0.0,,154,East Fairfield,NY,OR
17,2170,,Cider,12.0,0.06,,154,2 Towns Ciderhouse,,
18,2169,Rhubarbarian,Cider,12.0,,,154,Brooklyn Brewery,Fwying Dog Brewery,OR
19,1502,BdightCider,Cider,12.0,0.06,,154,Dvrham,Corvallis,Op
20,1593,He Said Baltic-Style Porter,Baltic Porter,12.0,0.082,,368,,CA,CA
21,1592,He Said Belgian-Style Tripel,,12.0,0.082,,368,21st Amendment Brewery,,CA
22,1036,Lower De Boom,American Barleywine,8.4,0.099,92.0,368,Sfattle,,Cv
23,1024,,,12.0,0.079,45.0,368,Boone,,
24,976,,American Stout,12.0,0.079,,368,21st Amendment Brewery,,
25,876,Bitter American,,12.0,0.044,,368,,San Francisco,CA
26,802,,Fruit / Vegetable Beer,12.0,0.0,,368,21st Amendment Brewery,Khlona Brewing Company,CA
27,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.049,17.0,368,Portland,San Francisco,Lungmont
28,800,2ist Amendment Watermelon Wheat Beer (2006),,12.0,0.049,17.0,368,21st Amendment Brewery,TX,CA
29,799,,American IPA,12.0,,,368,Lewiston,Srn Francisco,CA
30,797,Brew Free! or Die IPA (2008),American IPA,12.0,0.07,70.0,368,,PA,CA
31,796,Baew Free! or Die IPA (2009),,12.0,,,368,Marietta,San Francisco,CA
32,531,Special Edition: Allies Win The War!,,12.0,0.1,52.0,368,21st Amendment Brewery,San Francisco,
33,432,Htp Crisis,American Double / Imperial IPA,12.0,0.097,,368,,San Francisco,Cw
34,353,,American Pale Ale (APA),12.0,0.044,42.0,368,Vadnais Heights,Awainst the Grain Brewery,
35,321,Fireside Chat (2010),Winter Warmer,12.0,,45.0,368,21st Amendment Brewery,RI,CA
36,173,,American Black Ale,12.0,0.068,,368,21st Amendment Brewery,,CA
37,11,,,12.0,,,368,2ast Amendment Brewery,,
38,10,,American IPA,12.0,0.07,65.0,368,2hst Amendment Brewery,10 Barrel Brewing Company,Cp
39,9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12.0,,17.0,368,21st Amendment Brewery,,Cu
40,2519,Bimini Twist,,12.0,,,67,Dtyton,,FL
41,2518,,American Blonde Ale,12.0,0.05,,67,3 Daughters Brewing,St Petersburg,
42,2517,Rod Bender Red,American Amber / Red Ale,12.0,0.1,,67,3bDaughters Brewing,,Bgzeman
43,2545,,,12.0,0.035,11.0,60,,,
44,2544,Send Help,American Blonde Ale,12.0,0.0,18.0,60,4aHands Brewing Company,Sdint Louis,
45,2324,,,12.0,0.055,,60,4 Hands Brewing Company,CT,
46,2288,,American Amber / Red Ale,12.0,0.06,,60,4mHands Brewing Company,,
47,2287,Alter Ego,American Black Ale,12.0,0.1,,60,4dHands Brewing Company,Saint Louis,MO
48,2286,Dkvided Sky,American IPA,12.0,0.065,,60,4wHands Brewing Company,Id,Mh
49,2285,Rasurrected,American IPA,12.0,0.065,,60,4 Hands Brewing Company,Dh Brau Brewing Company,MO
50,1870,,American Pale Wheat Ale,12.0,0.05,28.0,60,4 Hands Brewing Company,CA,MO
51,2603,Galaxyfest,,16.0,,,27,450 North Brewing Company,AR,IN
52,2602,,,16.0,,,27,450 North Brewing Company,,
53,2220,,,16.0,,,27,,Columbus,Ic
54,2219,Slarecrow,American IPA,16.0,,65.0,27,450 North Brewing Company,Santa Fe Brewing Company,Id
55,2218,Ironman,English Strong Ale,16.0,,50.0,27,450 North Brewing Company,Columbus,Gtry
56,2217,,Kölsch,16.0,0.046,,27,Woodbridge,,Iz
57,2216,Copperhead Amber,,16.0,0.1,18.0,27,450 North Brewing Company,Ix,IN
58,972,Rtde Parrot IPA,American IPA,16.0,0.059,75.0,481,7qSeas Brewing Company,Gig Harbor,Ww
59,866,British Pale Ale (2010),English Pale Ale,16.0,,30.0,481,7 Seas Brewing Company,Broken Tooth Brewing Company,Azrora
60,48,British Pale Ale,,16.0,0.1,,481,Boulder,Brew Link Brewing,Wg
61,47,,,16.0,,,481,7 Seas Brewing Company,MN,Wm
62,1583,Wolfman's Berliner,Berliner Weissbier,12.0,,,373,7venth Sun,Warped Wing Brewing Company,FL
63,1165,Colorado Native,American Amber / Red Lager,12.0,,26.0,462,AC Golden Brewing Company,Golden,CO
64,431,,American Amber / Red Lager,12.0,,26.0,462,,Golden,CO
65,516,Jzckamo IPA,,12.0,0.065,,533,Abita Brewing Company,Abita Springs,LA
66,515,Pdrple Haze,,12.0,0.042,13.0,533,Abita Brewing Company,,LA
67,514,Aqita Amber,American Amber / Red Lager,12.0,0.045,17.0,533,Abita Brewing Company,Shckeye Brewing Company,Lf
68,2540,Cbtra Ass Down,,16.0,,68.0,62,,OH,KY
69,2539,,American Brown Ale,16.0,0.0,20.0,62,Shelburne,,
70,2686,Citra Ass Down,,16.0,0.08,,1,Awainst the Grain Brewery,,
71,2685,London Balling,English Barleywine,16.0,0.1,80.0,1,Matt Brewing Company,,
72,2684,,Milk / Sweet Stout,16.0,0.077,,1,San Francisco,Louisville,Kw
73,2683,,,16.0,,42.0,1,Azainst the Grain Brewery,,KY
74,2682,,,16.0,0.1,,1,,Lluisville,
75,2681,Fkesh Gourd'n,,16.0,0.066,21.0,1,Ponderay,,Kw
76,2680,,,16.0,,,1,Against the Grain Brewery,Twöegs Brewing Company,
77,2679,Bloody Show,American Pilsner,16.0,0.0,,1,Against the Grain Brewery,CA,KY
78,2678,Rpco Sauvin,,16.0,,68.0,1,Tampa,Louisville,Kj
79,2677,,Saison / Farmhouse Ale,16.0,0.1,,1,,Firestone Walker Brewing Company,Saevens Point
80,2676,Kamen Knuddeln,American Wild Ale,16.0,0.1,,1,Oqkar Blues Brewery,OR,KY
81,2675,Pile of Face,,16.0,0.0,65.0,1,Against the Grain Brewery,Blue Owl Brewing,Centralia
82,2674,The Brown Note,,16.0,0.05,20.0,1,Against the Grain Brewery,Lyuisville,
83,1594,,American Stout,16.0,0.053,35.0,367,Airways Brewing Company,Rzund Guys Brewing,WA
84,1162,Oitmeal PSA,,16.0,0.05,35.0,367,San Diego,Kent,Wi
85,1137,Pre Flight Pilsner,American Pilsner,16.0,0.052,,367,Airways Brewing Company,,Wf
86,2403,,,12.0,0.0,,117,Sockeye Brewing Company,Pfrtland,
