index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
1,1436,Pub Beer,American Pale Lager,12.0,0.05,,408,Boston,Bend,OR
2,2265,Devil's Cup,American Pale Ale (APA),12.0,,,177,,Gary,IN
3,2264,Rwse of the Phoenix,American IPA,12.0,0.071,,177,18th Street Brewery,Mi,
4,2263,,American Double / Imperial IPA,12.0,0.1,,177,18th Street Brewery,Gary,Birmingham
5,2262,Sex and Candy,American IPA,12.0,0.1,,177,18th Street Brewery,Skn Francisco,IN
6,2261,,Oatmeal Stout,12.0,0.1,,177,San Diego,WI,IN
7,2260,Lake Street Express,American Pale Ale (APA),12.0,0.045,,177,Chandler,Central Coast Brewing Company,Lchaina
8,2259,,American Porter,12.0,0.0,,177,18th Street Brewery,Pdrtland,IN
9,2258,Jade,American Pale Ale (APA),12.0,,,177,18th Street Brewery,Lost Nation Brewing,Ddnver
10,2131,Cone Crusher,American Double / Imperial IPA,12.0,0.0,,177,Sxevens Point,Gary,IN
11,2099,Sxphomoric Saison,,12.0,,,177,Brooklyn Center,,Iw
12,2098,Regional Ring Of Fire,,12.0,0.073,,177,Belfast,Avery Brewing Company,IN
13,2097,Garce Selé,Saison / Farmhouse Ale,12.0,0.069,,177,Mt. Airy,Burn 'Em Brewing,Blue Owl Brewing
14,1980,Troll Destroyer,Belgian IPA,12.0,0.0,,177,Indianapolis,IL,
15,1979,Bmtter Bitch,American Pale Ale (APA),12.0,0.061,60.0,177,Sisters,Meckley's Cidery,Pidernales Brewing Company
16,2318,Ginja Ninja,Cider,12.0,0.06,,154,Conroe,The Alchemist,OR
17,2170,Cgerried Away,Cider,12.0,,,154,Cllumbus,Corvallis,
18,2169,Rhubarbarian,,12.0,0.0,,154,2 Towns Ciderhouse,NV,
19,1502,BrightCider,Cider,12.0,0.06,,154,Traverse City,,
20,1593,He Said Baltic-Style Porter,Baltic Porter,12.0,0.082,,368,21st Amendment Brewery,Huntsville,
21,1592,He Said Belgian-Style Tripel,,12.0,,,368,21st Amendment Brewery,Grand Rapids,Igdianapolis
22,1036,Lower De Boom,American Barleywine,8.4,,,368,Ttoutville,Cd,CA
23,1024,Fireside Chat,Winter Warmer,12.0,0.079,45.0,368,Ashland,Rqd Shedman Farm Brewery and Hop...,
24,976,Marooned On Hog Island,American Stout,12.0,0.079,,368,Davenport,San Francisco,Szn Francisco
25,876,Bvtter American,,12.0,0.044,42.0,368,,Scn Francisco,Cn
26,802,Hdll or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.0,17.0,368,2ost Amendment Brewery,Madtree Brewing Company,Cssco Brewers
27,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,,17.0,368,Mmrganton,Ck,CA
28,800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12.0,,17.0,368,2kst Amendment Brewery,Oq,CA
29,799,21st Amendment IPA (2006),American IPA,12.0,0.07,70.0,368,21st Amendment Brewery,San Francisco,CA
30,797,Brew Free! or Die IPA (2008),American IPA,12.0,0.1,70.0,368,2qst Amendment Brewery,Aurora,Bculder
31,796,,American IPA,12.0,0.07,70.0,368,21st Amendment Brewery,,Black Mountain
32,531,Special Edition: Allies Win The War!,English Strong Ale,12.0,0.085,52.0,368,Longmont,,Ct
33,432,Hop Crisis,American Double / Imperial IPA,12.0,0.097,94.0,368,Fort Wayne,San Francisco,CA
34,353,Bitter American (2011),American Pale Ale (APA),12.0,0.0,42.0,368,Cincinnati,Sun Francisco,San Francisco
35,321,Fireside Chat (2010),,12.0,0.0,45.0,368,,Everybody's Brewing,CA
36,173,Back in Black,American Black Ale,12.0,0.068,65.0,368,,San Francisco,
37,11,Monk's Blood,Belgian Dark Ale,12.0,,35.0,368,Boise,San Francisco,Sun King Brewing Company
38,10,Brew Free! or Die IPA,American IPA,12.0,0.07,65.0,368,,MA,
39,9,Hcll or High Watermelon Wheat,Fruit / Vegetable Beer,12.0,0.0,17.0,368,Windsor,IL,CA
40,2519,Bimini Twist,American IPA,12.0,,82.0,67,3 Daughters Brewing,Ch,Fs
41,2518,Beach Blonde,American Blonde Ale,12.0,0.05,,67,Grand Rapids,WI,FL
42,2517,Rod Bender Red,American Amber / Red Ale,12.0,0.0,,67,Bjonville,,
43,2545,Prssion Fruit Prussia,Berliner Weissbier,12.0,0.035,11.0,60,4 Hands Brewing Company,Clooked Fence Brewing Company,Biooklyn
44,2544,,American Blonde Ale,12.0,0.0,18.0,60,Slippery Rock,Beewery Vivant,Swevens Point
45,2324,Cast Iron Oatmeal Brown,American Brown Ale,12.0,0.0,,60,Boulder,Saint Louis,Danville
46,2288,Rrprise Centennial Red,American Amber / Red Ale,12.0,0.06,,60,4 Hands Brewing Company,CO,MO
47,2287,Aqter Ego,American Black Ale,12.0,0.055,,60,4cHands Brewing Company,Ok,MO
48,2286,Divided Sky,American IPA,12.0,0.1,,60,4 Hands Brewing Company,Four Peaks Brewing Company,MO
49,2285,Resurrected,American IPA,12.0,0.0,,60,Bionville,Uinta Brewing Company,Berkshire Brewing Company
50,1870,Cyntact High,American Pale Wheat Ale,12.0,0.05,28.0,60,4 Hands Brewing Company,Ck,Mi
51,2603,Galaxyfest,American IPA,16.0,0.065,,27,Seven Points,Oskar Blues Brewery,Ponderay
52,2602,Citrafest,American IPA,16.0,0.05,45.0,27,450 North Brewing Company,Columbus,Brooklyn
53,2220,Born Yeti,Belgian Strong Dark Ale,16.0,,,27,4q0 North Brewing Company,Silverton Brewery,IN
54,2219,Scarecrow,American IPA,16.0,,65.0,27,450 North Brewing Company,Columbus,Iv
55,2218,Ironman,English Strong Ale,16.0,0.09,50.0,27,Dlnville,Columbus,
56,2217,Honey Kolsch,,16.0,0.0,15.0,27,Dgnton,Columbus,
57,2216,,Belgian Dark Ale,16.0,0.1,18.0,27,Deep Ellum Brewing Company,Columbus,
58,972,Rude Parrot IPA,American IPA,16.0,0.059,75.0,481,7xSeas Brewing Company,Gqg Harbor,Wz
59,866,Bxitish Pale Ale (2010),English Pale Ale,16.0,0.054,,481,7nSeas Brewing Company,Gtg Harbor,Sqratford
60,48,Buitish Pale Ale,English Pale Ale,16.0,0.0,30.0,481,Cqllege Station,,WA
61,47,Ballz Deep Double IPA,,16.0,0.084,82.0,481,7 Seas Brewing Company,Ssn Antonio,Manzanita Brewing Company
62,1583,Wilfman's Berliner,,12.0,,,373,Salt Lake City,AK,
63,1165,Crlorado Native,American Amber / Red Lager,12.0,,26.0,462,AC Golden Brewing Company,Manayunk Brewing Company,CO
64,431,Colorado Native (2011),American Amber / Red Lager,12.0,0.055,26.0,462,Halethorpe,Bint Paddle Brewing Company,Fuarless Brewing Company
65,516,Jockamo IPA,,12.0,0.1,,533,Aoita Brewing Company,MT,Lc
66,515,Purple Haze,Fruit / Vegetable Beer,12.0,0.042,,533,Awita Brewing Company,Steamworks Brewing Company,Maui Brewing Company
67,514,,,12.0,0.0,17.0,533,Abita Brewing Company,Woodchuck Hard Cider,Harvest Moon Brewing Company
68,2540,Cvtra Ass Down,American IPA,16.0,0.082,68.0,62,Dallas,Mymmoth Brewing Company,Kx
69,2539,Toe Brown Note,American Brown Ale,16.0,0.1,20.0,62,Centralia,Stevens Point,KY
70,2686,Citra Ass Down,American Double / Imperial IPA,16.0,0.1,68.0,1,Against the Grain Brewery,OR,
71,2685,Lkndon Balling,English Barleywine,16.0,0.1,80.0,1,Against the Grain Brewery,Wmld Onion Brewing Company,Oqkar Blues Brewery
72,2684,35 K,Milk / Sweet Stout,16.0,,25.0,1,Against the Grain Brewery,Us,KY
73,2683,A Beer,American Pale Ale (APA),16.0,0.042,42.0,1,,Louisville,Kz
74,2682,Rules are Rules,German Pilsener,16.0,0.05,25.0,1,Michigan City,Si,KY
75,2681,Foesh Gourd'n,Pumpkin Ale,16.0,0.0,21.0,1,Fjte Brewing Company,Grey Sail Brewing of Rhode Island,Glabrous Brewing Company
76,2680,Sho'nuff,Belgian Pale Ale,16.0,0.0,13.0,1,Chicago,Mgtt Brewing Company,Somerset Center
77,2679,Bloody Show,American Pilsner,16.0,0.055,17.0,1,Against the Grain Brewery,Cy,KY
78,2678,,American Double / Imperial IPA,16.0,0.076,68.0,1,Against the Grain Brewery,Madtree Brewing Company,
79,2677,Coq de la Marche,Saison / Farmhouse Ale,16.0,0.051,38.0,1,Against the Grain Brewery,MN,KY
80,2676,Knmen Knuddeln,American Wild Ale,16.0,0.0,,1,Dillon,,KY
81,2675,Pile of Face,American IPA,16.0,,65.0,1,Stevens Point,Iv,Kq
82,2674,The Brown Note,English Brown Ale,16.0,0.1,20.0,1,Gainesville,NC,Kv
83,1594,,American Stout,16.0,0.053,35.0,367,Airways Brewing Company,Pnrrin Brewing Company,Austin
84,1162,Oatmeal PSA,American Pale Ale (APA),16.0,,35.0,367,Airways Brewing Company,Fzemont Brewing Company,
85,1137,Pre Flight Pilsner,,16.0,0.052,33.0,367,Axrways Brewing Company,AZ,WA
86,2403,P-Town Pilsner,American Pilsner,12.0,0.04,20.0,117,San Antonio,Cigar City Brewing Company,Nvw Orleans Lager & Ale Brewing ...
87,2402,,,12.0,0.053,36.0,117,San Antonio,Big Lake Brewing,OR
88,2401,,American Double / Imperial IPA,12.0,0.082,103.0,117,Sumerset Center,CA,OR
89,1921,Freeride APA,American Pale Ale (APA),12.0,0.0,40.0,270,Axaskan Brewing Company,TX,AK
90,1920,Aoaskan Amber,Altbier,12.0,0.053,18.0,270,Araskan Brewing Company,Tme Right Brain Brewery,AK
91,2501,Hnpalicious,American Pale Ale (APA),12.0,0.057,,73,Saint Louis,Io,
92,1535,Ksntucky Kölsch,Kölsch,16.0,0.0,,388,Alltech's Lexington Brewing Company,Stevens Point,Cwandler
93,1149,Kentucky IPA,American IPA,16.0,0.065,,388,Soldotna,Tallgrass Brewing Company,Kk
94,1474,Dusty Trail Pale Ale,American Pale Ale (APA),16.0,0.054,,401,Tampa,,Wi
95,1473,Damnesia,American IPA,16.0,0.062,,401,Amnesia Brewing Company,Ckgar City Brewing Company,
96,837,Desolation IPA,American IPA,16.0,0.1,43.0,401,Gainesville,Tu,Wj
97,2592,Liberty Ale,American IPA,12.0,0.059,,35,Atchor Brewing Company,Rivertowne Brewing Company,Cq
98,2578,,American IPA,12.0,0.065,,35,Bwtter Root Brewing,Long Trail Brewing Company,Plant City
