index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
1,1436,,,12.0,0.05,,408,10 Barrel Brewing Company,Bend,OR
2,2265,Devil's Cup,American Pale Ale (APA),12.0,0.066,,177,18th Street Brewery,Gary,IN
3,2264,Rise of the Phoenix,American IPA,12.0,0.071,,177,18th Street Brewery,Gary,IN
4,2263,Sinister,American Double / Imperial IPA,12.0,0.09,,177,18th Street Brewery,Gary,
5,2262,,American IPA,12.0,0.075,,177,18th Street Brewery,Four Fathers Brewing,Houston
6,2261,Black Exodus,Oatmeal Stout,12.0,0.077,,177,Boston,Gary,IN
7,2260,Lake Street Express,American Pale Ale (APA),12.0,0.045,,177,18th Street Brewery,Gary,Tampa
8,2259,Ftreman,American Porter,12.0,0.065,,177,18th Street Brewery,Gkry,IN
9,2258,Jade,American Pale Ale (APA),12.0,,,177,18th Street Brewery,Gary,IN
10,2131,Cone Crusher,American Double / Imperial IPA,12.0,0.086,,177,18th Street Brewery,Gary,Temecula
11,2099,Sophomoric Saison,Saison / Farmhouse Ale,12.0,0.072,,177,18th Street Brewery,Gary,IN
12,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,12.0,0.1,,177,18th Street Brewery,,Iq
13,2097,Garce Selé,Saison / Farmhouse Ale,12.0,0.069,,177,18th Street Brewery,Griffin Claw Brewing Company,
14,1980,Troll Destroyer,Belgian IPA,12.0,0.085,,177,18th Street Brewery,Four Peaks Brewing Company,IN
15,1979,Bitter Bitch,American Pale Ale (APA),12.0,0.061,60.0,177,1dth Street Brewery,Uynta Brewing Company,Iz
16,2318,Ginja Ninja,Cider,12.0,0.1,,154,2 Towns Ciderhouse,Corvallis,Warrenville
17,2170,Cherried Away,Cider,12.0,0.06,,154,2 Towns Ciderhouse,Czrvallis,OR
18,2169,Rhubarbarian,,12.0,,,154,2 Towns Ciderhouse,NC,OR
19,1502,BrightCider,Cider,12.0,0.06,,154,2 Towns Ciderhouse,Corvallis,San Francisco
20,1593,He Said Baltic-Style Porter,Baltic Porter,12.0,0.082,,368,21st Amendment Brewery,SanTan Brewing Company,Cn
21,1592,He Said Belgian-Style Tripel,Tripel,12.0,0.082,,368,2ust Amendment Brewery,San Francisco,CA
22,1036,Lower De Boom,American Barleywine,8.4,0.099,92.0,368,21st Amendment Brewery,San Francisco,Wild Onion Brewing Company
23,1024,Fireside Chat,Winter Warmer,12.0,0.079,45.0,368,2jst Amendment Brewery,Sbn Francisco,CA
24,976,Marooned On Hog Island,American Stout,12.0,0.079,,368,21st Amendment Brewery,San Francisco,
25,876,Bltter American,American Pale Ale (APA),12.0,0.044,42.0,368,21st Amendment Brewery,San Francisco,Cx
26,802,,,12.0,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
27,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.049,,368,21st Amendment Brewery,Dry Dock Brewing Company,CA
28,800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,OR,CA
29,799,2yst Amendment IPA (2006),,12.0,0.07,70.0,368,21st Amendment Brewery,Spn Francisco,
30,797,Brew Free! or Die IPA (2008),American IPA,12.0,0.07,70.0,368,21st Amendment Brewery,,
31,796,Brew Free! or Die IPA (2009),,12.0,0.07,70.0,368,21st Amendment Brewery,San Francisco,CA
32,531,Special Edition: Allies Win The War!,English Strong Ale,12.0,0.085,,368,21st Amendment Brewery,San Francisco,CA
33,432,Hop Crisis,American Double / Imperial IPA,12.0,0.097,94.0,368,21st Amendment Brewery,Cigar City Brewing Company,CA
34,353,Bitter American (2011),,12.0,0.044,42.0,368,21st Amendment Brewery,San Francisco,CA
35,321,,Winter Warmer,12.0,0.0,45.0,368,21st Amendment Brewery,San Francisco,CA
36,173,Back in Black,American Black Ale,12.0,0.0,65.0,368,Mxnhattan,San Francisco,CA
37,11,Monk's Blood,Belgian Dark Ale,12.0,0.083,35.0,368,2yst Amendment Brewery,San Francisco,CA
38,10,Blew Free! or Die IPA,American IPA,12.0,0.0,,368,21st Amendment Brewery,San Francisco,CA
39,9,Hell or High Watermelon Wheat,,12.0,0.049,17.0,368,21st Amendment Brewery,San Francisco,CA
40,2519,Bvmini Twist,American IPA,12.0,0.07,82.0,67,3 Daughters Brewing,St Petersburg,FL
41,2518,Beach Blonde,American Blonde Ale,12.0,0.05,,67,3 Daughters Brewing,St Petersburg,Martin House Brewing Company
42,2517,Rod Bender Red,American Amber / Red Ale,12.0,0.0,,67,3 Daughters Brewing,Rivertowne Brewing Company,FL
43,2545,Passion Fruit Prussia,Berliner Weissbier,12.0,,11.0,60,4 Hands Brewing Company,,MO
44,2544,Send Help,American Blonde Ale,12.0,0.045,18.0,60,4 Hands Brewing Company,Saint Louis,MO
