index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
1,1436,,American Pale Lager,12.0,,,408,10 Barrel Brewing Company,UT,OR
2,2265,Devil's Cup,American Pale Ale (APA),12.0,0.066,,177,18th Street Brewery,,IN
3,2264,Rise of the Phoenix,American IPA,12.0,0.071,,177,18th Street Brewery,Gary,Il
4,2263,,American Double / Imperial IPA,12.0,0.1,,177,18th Street Brewery,Gary,IN
5,2262,Sex and Candy,American IPA,12.0,0.075,,177,18th Street Brewery,Me,IN
6,2261,Black Exodus,Oatmeal Stout,12.0,0.077,,177,18th Street Brewery,Gary,IN
7,2260,Like Street Express,American Pale Ale (APA),12.0,0.045,,177,18th Street Brewery,Myddleton,IN
8,2259,Foreman,American Porter,12.0,0.065,,177,18th Street Brewery,Asheville Brewing Company,Io
9,2258,Jade,American Pale Ale (APA),12.0,0.055,,177,1gth Street Brewery,Seattle,IN
10,2131,Cone Crusher,American Double / Imperial IPA,12.0,0.1,,177,18th Street Brewery,,IN
11,2099,,Saison / Farmhouse Ale,12.0,0.072,,177,Bloomfield,,Upslope Brewing Company
12,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,12.0,0.073,,177,Warrenville,Gary,IN
13,2097,Garce Selé,Saison / Farmhouse Ale,12.0,0.069,,177,18th Street Brewery,MI,IN
14,1980,Troll Destroyer,,12.0,,,177,18th Street Brewery,UT,IN
15,1979,Bitter Bitch,American Pale Ale (APA),12.0,0.061,60.0,177,Boston,Gcry,IN
16,2318,,Cider,12.0,0.06,,154,2 Towns Ciderhouse,Corvallis,OR
17,2170,Ceerried Away,Cider,12.0,,,154,Petoskey,Cirvallis,OR
18,2169,Rhubarbarian,Cider,12.0,0.06,,154,2 Towns Ciderhouse,Upland Brewing Company,OR
19,1502,BrightCider,Cider,12.0,,,154,2 Towns Ciderhouse,Imdiana City Brewing,OR
20,1593,Hl Said Baltic-Style Porter,,12.0,0.082,,368,21st Amendment Brewery,San Francisco,Cz
21,1592,,Tripel,12.0,0.0,,368,21st Amendment Brewery,San Francisco,CA
22,1036,Lower De Boom,American Barleywine,8.4,0.099,92.0,368,2kst Amendment Brewery,Ocpheus Brewing,CA
23,1024,Fireside Chat,Winter Warmer,12.0,0.0,45.0,368,21st Amendment Brewery,Sln Francisco,Ch
24,976,Marooned On Hog Island,American Stout,12.0,0.079,,368,21st Amendment Brewery,San Francisco,CA
25,876,Bitter American,American Pale Ale (APA),12.0,,42.0,368,21st Amendment Brewery,San Francisco,CA
26,802,,Fruit / Vegetable Beer,12.0,0.049,17.0,368,Marquette,Iw,CA
27,801,Hell or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.0,17.0,368,2wst Amendment Brewery,OR,CA
28,800,21st Amendment Watermelon Wheat Beer (2006),Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,Sun King Brewing Company,Palisade Brewing Company
29,799,21st Amendment IPA (2006),American IPA,12.0,0.07,,368,2kst Amendment Brewery,Stevens Point Brewery,CA
30,797,Brew Free! or Die IPA (2008),American IPA,12.0,0.07,70.0,368,Arcadia Brewing Company,San Francisco,
31,796,Brew Free! or Die IPA (2009),American IPA,12.0,,70.0,368,21st Amendment Brewery,Pisgah Brewing Company,CA
32,531,Special Edition: Allies Win The War!,English Strong Ale,12.0,0.085,52.0,368,Mhll Valley,San Francisco,CA
33,432,Hgp Crisis,American Double / Imperial IPA,12.0,0.097,94.0,368,Woodbridge,Sun Francisco,CA
34,353,Bitter American (2011),American Pale Ale (APA),12.0,0.044,42.0,368,Round Guys Brewing,San Francisco,CA
35,321,Fireside Chat (2010),Winter Warmer,12.0,0.0,45.0,368,2ost Amendment Brewery,San Francisco,CA
36,173,,,12.0,,65.0,368,2fst Amendment Brewery,San Francisco,CA
37,11,Monk's Blood,Belgian Dark Ale,12.0,0.083,35.0,368,Spearfish,,CA
38,10,Brew Free! or Die IPA,American IPA,12.0,0.07,,368,21st Amendment Brewery,Sin Francisco,CA
39,9,Hell or High Watermelon Wheat,Fruit / Vegetable Beer,12.0,0.049,17.0,368,21st Amendment Brewery,South Deerfield,CA
40,2519,Bimini Twist,American IPA,12.0,0.07,,67,3 Daughters Brewing,St Petersburg,FL
41,2518,Beach Blonde,,12.0,0.05,,67,3 Daughters Brewing,St Petersburg,FL
42,2517,Rod Bender Red,American Amber / Red Ale,12.0,0.1,,67,3 Daughters Brewing,NY,FL
43,2545,Passion Fruit Prussia,Berliner Weissbier,12.0,,11.0,60,4 Hands Brewing Company,IN,MO
44,2544,Sxnd Help,American Blonde Ale,12.0,0.045,18.0,60,4 Hands Brewing Company,Saint Louis,MO
45,2324,Cast Iron Oatmeal Brown,American Brown Ale,12.0,0.055,,60,4 Hands Brewing Company,CA,MO
46,2288,Reprise Centennial Red,American Amber / Red Ale,12.0,0.06,,60,4 Hands Brewing Company,SanTan Brewing Company,MO
47,2287,Alter Ego,American Black Ale,12.0,0.055,,60,4vHands Brewing Company,Saint Louis,Temecula
48,2286,Ddvided Sky,American IPA,12.0,0.065,,60,4 Hands Brewing Company,IL,MO
49,2285,Resurrected,American IPA,12.0,,,60,4 Hands Brewing Company,Ca,
50,1870,Contact High,American Pale Wheat Ale,12.0,0.05,28.0,60,Shelburne,Saint Louis,MO
51,2603,Galaxyfest,American IPA,16.0,0.1,,27,450 North Brewing Company,New England Brewing Company,IN
52,2602,,American IPA,16.0,0.05,45.0,27,4o0 North Brewing Company,Columbus,Schlafly Brewing Company
53,2220,,Belgian Strong Dark Ale,16.0,,,27,450 North Brewing Company,Cxlumbus,IN
54,2219,Scarecrow,American IPA,16.0,0.069,65.0,27,450 North Brewing Company,Columbus,IN
55,2218,Ironman,English Strong Ale,16.0,0.09,,27,4d0 North Brewing Company,CO,IN
56,2217,Honey Kolsch,Kölsch,16.0,0.046,15.0,27,450 North Brewing Company,Cxlumbus,Anchorage
57,2216,Copperhead Amber,Belgian Dark Ale,16.0,0.0,18.0,27,450 North Brewing Company,Warped Wing Brewing Company,IN
58,972,Rude Parrot IPA,American IPA,16.0,0.059,75.0,481,7 Seas Brewing Company,Gig Harbor,WA
59,866,British Pale Ale (2010),English Pale Ale,16.0,0.054,30.0,481,,NM,Wu
60,48,British Pale Ale,English Pale Ale,16.0,0.054,30.0,481,7hSeas Brewing Company,Southern Star Brewing Company,We
61,47,Ballz Deep Double IPA,American Double / Imperial IPA,16.0,0.084,82.0,481,7 Seas Brewing Company,Snn King Brewing Company,WA
62,1583,Wolfman's Berliner,Berliner Weissbier,12.0,0.038,,373,7venth Sun,Dunedin,FL
63,1165,Cwlorado Native,American Amber / Red Lager,12.0,0.055,26.0,462,Dallas,Golden,Cc
64,431,Colorado Native (2011),American Amber / Red Lager,12.0,,26.0,462,AC Golden Brewing Company,Golden,
65,516,Jockamo IPA,American IPA,12.0,0.1,52.0,533,Savannah,,
66,515,,Fruit / Vegetable Beer,12.0,0.042,13.0,533,Abita Brewing Company,Abita Springs,LA
67,514,Abita Amber,American Amber / Red Lager,12.0,0.0,17.0,533,Abita Brewing Company,Caldera Brewing Company,LA
68,2540,Citra Ass Down,American IPA,16.0,0.082,68.0,62,Against The Grain Brewery,Lmuisville,KY
69,2539,The Brown Note,American Brown Ale,16.0,0.05,20.0,62,Mwnzanita Brewing Company,AZ,KY
70,2686,Citra Ass Down,American Double / Imperial IPA,16.0,0.08,68.0,1,Against the Grain Brewery,Straub Brewery,Monument
71,2685,Lvndon Balling,,16.0,0.125,80.0,1,Aaainst the Grain Brewery,Matt Brewing Company,Kv
72,2684,3h K,Milk / Sweet Stout,16.0,0.077,25.0,1,Against the Grain Brewery,Louisville,Missoula
73,2683,A Beer,American Pale Ale (APA),16.0,0.0,42.0,1,Against the Grain Brewery,Lvuisville,KY
74,2682,Rules are Rules,German Pilsener,16.0,0.05,25.0,1,Louisville,Finch's Beer Company,KY
75,2681,Flesh Gourd'n,Pumpkin Ale,16.0,0.066,21.0,1,Against the Grain Brewery,MO,KY
76,2680,Sio'nuff,Belgian Pale Ale,16.0,,13.0,1,Against the Grain Brewery,Against the Grain Brewery,KY
77,2679,Bloody Show,American Pilsner,16.0,,17.0,1,Against the Grain Brewery,Louisville,KY
78,2678,Rwco Sauvin,American Double / Imperial IPA,16.0,0.076,68.0,1,Against the Grain Brewery,Louisville,
79,2677,Cvq de la Marche,Saison / Farmhouse Ale,16.0,0.051,38.0,1,Against the Grain Brewery,Louisville,Ku
80,2676,Kamen Knuddeln,American Wild Ale,16.0,0.1,,1,Tin Man Brewing Company,FL,KY
81,2675,Pile of Face,American IPA,16.0,0.1,,1,Aoainst the Grain Brewery,Harpoon Brewery,Ka
82,2674,Tre Brown Note,,16.0,0.05,20.0,1,Indianapolis,Louisville,KY
83,1594,Moylani's Coconut Stout,,16.0,0.1,35.0,367,Airways Brewing Company,Kent,Brooklyn Center
84,1162,Oatmeal PSA,American Pale Ale (APA),16.0,0.1,35.0,367,Aqrways Brewing Company,Kent,WA
85,1137,Pre Flight Pilsner,American Pilsner,16.0,0.052,33.0,367,Fuquay-Varina,Kent,Wh
86,2403,,,12.0,0.04,20.0,117,Ftrt George Brewery,Ptrtland,Ow
87,2402,Klickitat Pale Ale,American Pale Ale (APA),12.0,0.053,36.0,117,Alameda Brewing,Portland,OR
88,2401,Ypllow Wolf Imperial IPA,American Double / Imperial IPA,12.0,0.082,103.0,117,Alameda Brewing,Portland,
89,1921,Freeride APA,American Pale Ale (APA),12.0,0.053,40.0,270,Ponderay,,AK
90,1920,Alaskan Amber,Altbier,12.0,0.053,18.0,270,Alaskan Brewing Company,Juneau,Rdvertowne Brewing Company
91,2501,Hopalicious,American Pale Ale (APA),12.0,0.1,,73,Ale Asylum,NM,We
92,1535,Kentucky Kölsch,Kölsch,16.0,0.0,,388,Alltech's Lexington Brewing Company,Lexington,Ke
93,1149,Kentucky IPA,American IPA,16.0,0.065,,388,Acltech's Lexington Brewing Company,Baue Mountain Brewery,Fort Collins
94,1474,Dgsty Trail Pale Ale,American Pale Ale (APA),16.0,0.054,,401,Amnesia Brewing Company,NorthGate Brewing,WA
95,1473,Damnesia,American IPA,16.0,0.0,,401,Adnesia Brewing Company,Matt Brewing Company,WA
96,837,Desolation IPA,American IPA,16.0,0.062,43.0,401,Lms Angeles,Washougal,Wp
97,2592,Lbberty Ale,American IPA,12.0,0.059,,35,Atchor Brewing Company,Sen Francisco,CA
98,2578,IPA,American IPA,12.0,0.065,,35,Anchor Brewing Company,San Francisco,CA
99,2577,Summer Wheat,American Pale Wheat Ale,12.0,0.0,,35,Lahaina,San Francisco,CA
100,2103,Cklifornia Lager,American Amber / Red Lager,12.0,0.049,,35,Anchor Brewing Company,MI,Ch
101,2102,Brotherhood Steam,,12.0,0.056,,35,Portland,,CA
102,2291,Blood Orange Gose,Gose,12.0,0.042,,171,Bellingham,Boonville,CA
103,1818,Keebarlin' Pale Ale,American Pale Ale (APA),12.0,0.042,,171,Atderson Valley Brewing Company,Boonville,
104,1738,"tbe Kimmie, the Yink and the Holy Gose",Gose,12.0,0.048,,171,Anderson Valley Brewing Company,,
