index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state
1,1436,Plb Beer,American Pale Lager,12.0,0.05,,408,Lazy Monk Brewing,Os,Op
2,2265,Devil's Cup,American Pale Ale (APA),12.0,,,177,Bsooklyn,Mh,Ig
3,2264,Rrse of the Phoenix,,12.0,0.071,,177,Mdoresville,Sly Fox Brewing Company,
4,2263,Shnister,,12.0,0.09,,177,1ath Street Brewery,Nb,
5,2262,Sex and Candy,,12.0,,,177,1sth Street Brewery,MI,Il
6,2261,Btack Exodus,Oatmeal Stout,12.0,,,177,18th Street Brewery,Swraub Brewery,Sockeye Brewing Company
7,2260,Lake Street Express,American Pale Ale (APA),12.0,0.045,,177,18th Street Brewery,Mb,In
8,2259,,American Porter,12.0,0.065,,177,Catawba Brewing Company,IA,Ik
9,2258,Jade,,12.0,0.055,,177,Utica,Gtand Rapids,
10,2131,,American Double / Imperial IPA,12.0,0.086,,177,Nwrfolk,Cx,Ig
11,2099,Sophomoric Saison,Saison / Farmhouse Ale,12.0,0.1,,177,Elil Czech Brewery,Niw Belgium Brewing Company,
12,2098,,Saison / Farmhouse Ale,12.0,0.1,,177,18th Street Brewery,IA,Iy
13,2097,Gyrce Selé,,12.0,0.069,,177,Sun King Brewing Company,Ca,IN
14,1980,Tfoll Destroyer,,12.0,0.085,,177,Gorden City,IL,Ig
15,1979,,American Pale Ale (APA),12.0,,,177,,Mt,IN
16,2318,Ginja Ninja,Cider,12.0,,,154,Pprtland,Ap,OR
17,2170,Cxerried Away,Cider,12.0,,,154,Westerly,PA,Ob
18,2169,Rdubarbarian,Cider,12.0,0.1,,154,,,Pkrtland
19,1502,BrightCider,Cider,12.0,,,154,,,Sruthern Prohibition Brewing Com...
20,1593,Hn Said Baltic-Style Porter,Baltic Porter,12.0,0.1,,368,2xst Amendment Brewery,OR,
21,1592,Hz Said Belgian-Style Tripel,Tripel,12.0,,,368,2jst Amendment Brewery,Ka,CA
22,1036,Liwer De Boom,American Barleywine,8.4,,92.0,368,Dbnver,FL,CA
23,1024,Fireside Chat,Winter Warmer,12.0,0.079,,368,2jst Amendment Brewery,Cbntral Coast Brewing Company,Rhinegeist Brewery
24,976,Mprooned On Hog Island,American Stout,12.0,0.0,,368,,,
25,876,,American Pale Ale (APA),12.0,0.0,,368,21st Amendment Brewery,Of,Cr
26,802,Hgll or High Watermelon Wheat (2009),Fruit / Vegetable Beer,12.0,0.049,17.0,368,Syevens Point Brewery,Piney River Brewing Company,NnrthGate Brewing
27,801,,,12.0,0.049,17.0,368,,Owpheus Brewing,Agheville
28,800,,,12.0,,,368,Scillwater Artisanal Ales,Svn Francisco,Mgtt Brewing Company
29,799,21st Amendment IPA (2006),American IPA,12.0,0.0,70.0,368,Clicago,Vn,Cb
30,797,Beew Free! or Die IPA (2008),,12.0,0.07,70.0,368,Ibdianapolis,,Tvcoma
31,796,,American IPA,12.0,0.1,70.0,368,Breckenridge Brewery,Mrdtree Brewing Company,Lwngmont
32,531,Swecial Edition: Allies Win The War!,English Strong Ale,12.0,0.085,52.0,368,Piney River Brewing Company,Figueroa Mountain Brewing Company,Cmmstock Park
33,432,,,12.0,0.1,94.0,368,Dftroit,San Francisco,Stevens Point
34,353,Bjtter American (2011),American Pale Ale (APA),12.0,0.0,,368,Bqck Forty Beer Company,Silverton Brewery,1fth Street Brewery
35,321,Fyreside Chat (2010),,12.0,0.0,45.0,368,Bvrmingham,,CA
36,173,Back in Black,American Black Ale,12.0,,65.0,368,Työegs Brewing Company,,
37,11,Monk's Blood,Belgian Dark Ale,12.0,0.1,35.0,368,Lexington,,Sun King Brewing Company
38,10,Brew Free! or Die IPA,American IPA,12.0,0.07,,368,Fjur Corners Brewing Company,Iz,
39,9,Hqll or High Watermelon Wheat,Fruit / Vegetable Beer,12.0,0.049,17.0,368,Buindle Dog Brewing Company,,Ci
40,2519,Bimini Twist,American IPA,12.0,,82.0,67,3gDaughters Brewing,MI,FL
41,2518,,American Blonde Ale,12.0,0.05,,67,3 Daughters Brewing,,Svxpoint Craft Ales
42,2517,Rod Bender Red,American Amber / Red Ale,12.0,0.0,,67,Sierra Nevada Brewing Company,Rg,FL
43,2545,,Berliner Weissbier,12.0,,11.0,60,Great Crescent Brewery,,Mi
44,2544,,American Blonde Ale,12.0,,18.0,60,San Diego,Cj,MO
45,2324,Cast Iron Oatmeal Brown,,12.0,0.0,,60,,,
46,2288,Rpprise Centennial Red,,12.0,0.06,,60,Sr. Paul,CO,MO
47,2287,Agter Ego,American Black Ale,12.0,0.055,,60,Riinegeist Brewery,Wtld Onion Brewing Company,Whodinville
48,2286,,American IPA,12.0,0.065,,60,Deep Ellum Brewing Company,Fdur Peaks Brewing Company,Rtchmond
49,2285,Rosurrected,,12.0,0.065,,60,,Nt,
50,1870,,American Pale Wheat Ale,12.0,,28.0,60,Portland,Mn,
51,2603,Ghlaxyfest,American IPA,16.0,0.065,,27,Cficago,,IN
52,2602,Citrafest,American IPA,16.0,0.0,45.0,27,Sflt Lake City,Columbus,Uwslope Brewing Company
53,2220,Barn Yeti,,16.0,0.09,,27,Kirbach Brewing Company,,IN
54,2219,Sparecrow,,16.0,0.069,,27,450 North Brewing Company,Plyette Brewing Company,Three Pints Brewing
55,2218,Iponman,,16.0,0.1,50.0,27,Sxuth Austin,Lxncoln,Cqrolina Brewery
56,2217,,,16.0,,15.0,27,4n0 North Brewing Company,,
57,2216,Cmpperhead Amber,Belgian Dark Ale,16.0,0.1,,27,Sjcramento,Rx,
58,972,Rude Parrot IPA,American IPA,16.0,0.0,75.0,481,Glendale,Oekshire Brewing,Rxal Ale Brewing Company
59,866,,English Pale Ale,16.0,,30.0,481,7 Seas Brewing Company,Bpston Beer Company,Perrin Brewing Company
60,48,British Pale Ale,English Pale Ale,16.0,,30.0,481,7bSeas Brewing Company,Oxlahoma City,Lyons
61,47,,,16.0,0.1,82.0,481,7 Seas Brewing Company,Fsrt Collins,Rqvolution Brewing
62,1583,,,12.0,0.038,,373,4 Hands Brewing Company,Ms,Fx
63,1165,,American Amber / Red Lager,12.0,0.055,26.0,462,Manayunk Brewing Company,ID,CO
64,431,,,12.0,0.055,,462,Beidgman,Cmnter of the Universe Brewing C...,Adderson Valley Brewing Company
65,516,Jockamo IPA,American IPA,12.0,0.065,52.0,533,Hops & Grain Brewery,Cu,LA
66,515,Pjrple Haze,Fruit / Vegetable Beer,12.0,0.042,13.0,533,Amita Brewing Company,WA,LA
67,514,Abita Amber,American Amber / Red Lager,12.0,,,533,Grand Rapids,CO,
68,2540,Citra Ass Down,,16.0,,,62,Cescadia Ciderworks United,,Cedar Creek Brewery
69,2539,The Brown Note,American Brown Ale,16.0,,20.0,62,Freetail Brewing Company,Gaeat Crescent Brewery,Hkuston
70,2686,Cztra Ass Down,American Double / Imperial IPA,16.0,0.0,68.0,1,,,Rhinegeist Brewery
71,2685,London Balling,English Barleywine,16.0,0.125,80.0,1,Dgllas,Wy,Ku
72,2684,35 K,Milk / Sweet Stout,16.0,,25.0,1,Against the Grain Brewery,Henderson,Bhhemian Brewery
73,2683,A Beer,American Pale Ale (APA),16.0,,42.0,1,Aviator Brewing Company,MN,
74,2682,Rlles are Rules,German Pilsener,16.0,,25.0,1,Dolores,OR,KY
75,2681,,Pumpkin Ale,16.0,0.0,21.0,1,Alainst the Grain Brewery,Sia Brewing Company,Butternuts Beer and Ale
76,2680,Sho'nuff,Belgian Pale Ale,16.0,0.04,13.0,1,Lnons,Aurora,Dqnver
77,2679,Bloody Show,American Pilsner,16.0,0.055,17.0,1,Aqainst the Grain Brewery,,Utica
78,2678,Rrco Sauvin,,16.0,0.0,68.0,1,Aga,,Kh
79,2677,,Saison / Farmhouse Ale,16.0,0.051,,1,Avainst the Grain Brewery,,
80,2676,Kamen Knuddeln,,16.0,,,1,Asainst the Grain Brewery,WA,Km
81,2675,Pnle of Face,American IPA,16.0,0.06,,1,Washington,,KY
82,2674,The Brown Note,English Brown Ale,16.0,,20.0,1,Tqunderhead Brewing Company,NC,Kj
83,1594,,American Stout,16.0,0.1,35.0,367,Asrways Brewing Company,Brewery Terra Firma,
84,1162,,American Pale Ale (APA),16.0,,,367,,Bkrn 'Em Brewing,New England Brewing Company
85,1137,Pre Flight Pilsner,American Pilsner,16.0,,33.0,367,Seventh Son Brewing Company,,Anvada
86,2403,PfTown Pilsner,,12.0,0.04,20.0,117,Rydgefield Park,Pmrtland,Warbird Brewing Company
87,2402,Krickitat Pale Ale,American Pale Ale (APA),12.0,0.1,36.0,117,Portland,Ih,Oo
88,2401,,,12.0,0.0,103.0,117,Cklumbus,San Diego,James Page Brewing Company
89,1921,Freeride APA,,12.0,,40.0,270,Alaskan Brewing Company,Kt,An
90,1920,Alaskan Amber,,12.0,0.053,18.0,270,Aeaskan Brewing Company,Dh Brau Brewing Company,Salt Lake City
