id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
235295,18F-flumazenil: a _-aminobutyric acid A-specific PET radiotracer for the localization of drug-resistant temporal lobe epilepsy.,eng,eng,Mar-67,1469-493X,0.0,0.0,1/14/01,1187-9,{NULL}
498345,18F-flumazenil: a _-aminobutyric acid A-specific PET radiotracer for the localization of drug-resistant temporal lobe epilepsy.,ENG,The Journal of infectious diseases,Jd Infect. Dis.,1537-6613,0.0,0.0,2/15/04,,{NULL}
789958,Duane retraction syndrome associated with oculocutaneous albinism: an ocular miswiring.,eng,eng,Indian J Ophthalmol,1469-493X,0.0,0.0,1/6/12,283-4,"{""Jitendra Jethani"",""Shashikant Shetty"",""Sucheta Parija"",""P Vijayalakshmi""}"
169865,"[toninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]",pol,eng,Cardiol Young,,0.0,0.0,1/13/01,"714-9 ST  - [Noninvasive prenatal diagnosis of trisomy 21, 18 and 13 using cell-free fetal DNA]-",{NULL}
803653,Daagnosis and Management of Cutaneous B-cell Lymphoma.,eng,eng,Cardiol Young,1469-493X,0.0,0.0,1/15/10,835-40,"{""Lauren C Pinter-Brown""}"
98234,18F-flumazenil: a _-aminobutyric acid A-specific PET radiotracer for the localization of drug-resistant temporal lobe epilepsy.,,,,1469-493X,0.0,0.0,1/9/01,185-91,{NULL}
823730,18F-flumazenil: a _-aminobutyric acid A-specific PET radiotracer for the localization of drug-resistant temporal lobe epilepsy.,eng,eng,Cardiol Young,1469-493X,0.0,0.0,1/1/73,163-7,"{""B N Prichard"",""J W Black""}"
729712,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,eng,eng,Cardiol Young,,0.0,0.0,1/1/07,43-49,{NULL}
396821,18F-flumazenil: a _-aminobutyric acid A-specific PET radiotracer for the localization of drug-resistant temporal lobe epilepsy.,eng,eng,,1469-493X,0.0,0.0,1/11/01,1158-78,"{""L. J. Rapport"",""J. A. Griffen"",""L. A. Bieliauskas"",""C. Burt"",""R. C. Bryer""}"
340222,18F-flumazenil: a _-aminobutyric acid A-specific PET radiotracer for the localization of drug-resistant temporal lobe epilepsy.,eng,eng,,1469-493X,0.0,0.0,1/6/01,158-61,"{""K. Fleming"",""K. Donato"",""K. Leszczynski""}"
184417,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,,eng,Cardiol Young,,0.0,0.0,1/14/01,317-325,{NULL}
729686,18F-flumazenil: a _-aminobutyric acid A-specific PET radiotracer for the localization of drug-resistant temporal lobe epilepsy.,Psycho-oncology,Ihternational journal of clinical and experimental medicine,,1469-493X,0.0,0.0,1/15/01,10213-10224,{NULL}
278396,Sgoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,eng,Acta obstetricia et gynecologica Scandinavica,1469-493X,0.0,0.0,1/13/01,711-5,"{""T. S. Mikkola"",""S. Vuorento"",""O. Ylikorkala"",""M. Vaisanen-Tommiska"",""P. Rahkola-Soisalo""}"
965082,Idaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,,eng,,1547-5271,0.0,0.0,1/11/01,S40,"{""C. Hamilton-Craig"",""S. Bartoletti"",""M. Casella"",""F. Perna"",""M. L. Narducci"",""P. Santangeli"",""F. Pintus"",""A. Natale"",""A. Dello Russo"",""G. Pelargonio"",""G. Bencardino"",""J. D. Burkhardt"",""F. Bellocci"",""L. Di Biase""}"
53321,18F-flumazenil: a _-aminobutyric acid A-specific PET radiotracer for the localization of drug-resistant temporal lobe epilepsy.,eng,eng,Cardiol Young,1469-493X,0.0,0.0,1/14/01,1245-50,{NULL}
13601,18F-flumazenil: a _-aminobutyric acid A-specific PET radiotracer for the localization of drug-resistant temporal lobe epilepsy.,eng,eng,,1469-493X,0.0,0.0,1/14/01,919-21,"{""R S Lever"",""S A Holme""}"
668310,"A randomized controlled trial of Tai chi for balance, sleep quality and cognitive performance in elderly Vietnamese.",eng,eng,Clin Interv Aging,1469-493X,0.0,0.0,1/14/01,185-90,"{""Andreas Kruse"",""Manh Hung Nguyen""}"
282987,"Mlltisystemic Therapy for social, emotional, and behavioral problems in youth aged 10-17",,eng,Cardiol Young,1469-493X,0.0,0.0,,Cd004797,"{""J. H. Littell"",""M. Popa"",""B. Forsythe""}"
478292,Hhemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,eng,,1469-493X,0.0,0.0,1/14/01,257-8,"{""Y Takagi"",""N Hashimoto"",""Y Goto""}"
43736,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,eng,Cardiol Young,0195-9131,0.0,0.0,1/14/01,991-5,"{""James C Martin"",""Ian Mayhew"",""Lee M Romer"",""Thomas Korff""}"
82614,"Lgcopene metabolite, apo-10'-lycopenoic acid, inhibits diethylnitrosamine-initiated, high fat diet-promoted hepatic inflammation and tumorigenesis in mice.",eng,eng,Cardiol Young,1940-6215,0.0,0.0,1/13/12,1304-16,"{""Lynne M Ausman"",""Martin S Obin"",""Xiang-Dong Wang"",""Chun Liu"",""Blanche C Ip"",""Donald E Smith"",""Kang-Quan Hu""}"
