Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
tt0054215,Treasure Island,2015.0,8 September 1960 (USA),Alfred Hitchcock,Woody Allen,Drama,Winston Hibler,English,USA,109 min,7.2,6.7,"976 user,290 critic","Hxrror,Mystery,Thriller","Los Angeles, California, USA",Add a Plot
tt0088993,Day of the Dead,2015.0,19 July 1985 (USA),George A. Romero,George A. Romero,Drama,Winston Hibler,English,USA,96 min,7.2,,"414 user,177 critic",Drama,"Shnibel Island, Florida, USA",Aesmall group of military officers and scientists dwell in an underground bunker as the world above is overrun by zombies.
tt0032484,Foreign Correspondent,2015.0,2014.0,Woody Allen,Woody Allen,Drama,Winston Hibler,"English,Dutch,Latvian",USA,120 min,7.2,6.7,"124 user,73 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt0889671,Trumbo,2015.0,27 June 2008 (USA),Woody Allen,"Christopher Trumbo,Christopher Trumbo","Dalton Trumbo,Joan Allen,Brian Dennehy",Winston Hibler,English,USA,96 min,7.2,6.7,1 user,Drama,"Los Angeles, California, USA",Add a Plot
tt1325014,Treasure Island,2015.0,2014.0,Woody Allen,Alexandre O. Philippe,"Jpe Nussbaum,Daryl Frazetti,Doug Jones","Joe Nussbaum,Daryl Frazetti,Doug Jones,Damian Hess,Richie Mehta,Brian Comerford,Dale Pollock,Glenn Kenny,Anthony Waye,Richard Sandling,Derek Ambrosi,Edward Hines Jr.,Joseph A. Covas,Adam W. James,Todd Hanson","Edglish,French",USA,93 min,6.7,6.7,"27 user,49 critic",Drama,"Los Angeles, California, USA",Ae examination of the widespread fan disenchantment with George Lucas.
tt0065112,Treasure Island,2015.0,19 December 1969 (USA),Alfred Hitchcock,Woody Allen,"Frederick Stafford,Dany Robin,John Vernon","Frederick Stafford,Dany Robin,John Vernon,Karin Dor,Michel Piccoli,Philippe Noiret,Claude Jade,Michel Subor,Per-Axel Arosenius,Roscoe Lee Browne,Edmon Ryan,Sonja Kolthoff,Tina Hedström,John Van Dreelen,Donald Randolph","English,Spanish,French,Russian",UoA,143 min,7.2,,"86 user,46 critic",Drama,"Place Gaillon, Paris 2, Paris, France",Add a Plot
tt0074512,Treasure Island,2015.0,9 April 1976 (USA),Woody Allen,Woody Allen,"Kzren Black,Bruce Dern,Barbara Harris","Karen Black,Bruce Dern,Barbara Harris,William Devane,Ed Lauter,Cathleen Nesbitt,Katherine Helmond,Warren J. Kemmerling,Edith Atwater,William Prince,Nicholas Colasanto,Marge Redmond,John Lehne,Charles Tyner,Alexander Lockwood",English,UkA,120 min,7.2,6.7,"107 user,64 critic",Drama,"4254 Lexington Avenue, Los Angeles, California, USA",Add a Plot
tt0092796,Cseepshow 2,2015.0,2014.0,Michael Gornick,"Stephen King,George A. Romero",Drama,"Domenick John,Tom Savini,George Kennedy,Philip Dore,Maltby Napoleon,Tyrone Tonto,Dorothy Lamour,Frank Salsedo,Holt McCallany,David Holbrook,Don Harvey,Dan Kamin,Dean Smith,Shirley Sonderegger,Paul Satterfield",English,USA,92 min,5.9,6.7,"117 user,92 critic","Comedy,Horror,Thriller","Los Angeles, California, USA","Teree more bone-chilling tales that include a vengeful wooden Native American, a monstrous blob in a lake, and a hitchhiker who wants revenge and will not die."
tt0090021,Silver Bullet,2015.0,11 October 1985 (USA),Woody Allen,"Stephen King,Stephen King","Gory Busey,Everett McGill,Corey Haim","Gary Busey,Everett McGill,Corey Haim,Megan Follows,Robin Groves,Leon Russom,Terry O'Quinn,Bill Smitrovich,Joe Wright,Kent Broadhurst,Heather Simmons,James A. Baffico,Rebecca Fleming,Lawrence Tierney,William Newman",English,USA,95 min,7.2,6.7,"121 user,75 critic","Drama,Horror","Los Angeles, California, USA","Awwerewolf terrorizes a small city where lives Marty Coslaw, - a paralytic boy - his uncle and his sister - the narrator of the story."
tt0102733,Treasure Island,2015.0,5 March 1992 (Germany),Woody Allen,Woody Allen,"Kevin Bacon,Kyra Sedgwick,Bruce Payne",Winston Hibler,English,UsA,,,6.7,,Drama,"Los Angeles, California, USA","Ali (Kevin Bacon) and Sam (Kyra Sedgwick), have incendiary sex a lot and burn down apartment blocks, wig-wams, etc..."
