index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10038.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,al,jefferson,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scip-card-2
2,10038.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,al,fayette,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-1
3,10038.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,al,jefferson,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
4,10038.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,al,jefferson,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_scip-inf-3
5,10038.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,al,jefferson,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-4
6,10038.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,al,jefferson,2562651000.0,atute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,al_scip-inf-6
7,10038.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,al,jefferson,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,pneumonia patients assessed and given pneumococcal vaccination,empty,empty,al_scip-vte-1
8,10038.0,callahan eye foundation hospital,101 sivley rd,empty,empty,birmingham,al,al,jefferson,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empty,al_scip-vte-2
9,10038.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,al,jefferson,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,al_ami-1
10,10038.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,al,jefferson,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,92%,13 patients,al_ami-2
