index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10018.0,callahan eye foundation hospital,1720 university blvd,,empty,birmingham,,35233.0,jefferson,2053258100.0,arute care hospitals,vnluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,empty,al_scip-card-2
2,10018.0,cvllahan eye foundation hospital,1w20 university blvd,empty,empty,birmingham,al,35233.0,,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,al_ami-3,empty,
3,10018.0,cbllahan eye foundation hospital,1720 university blvd,empty,empty,,al,35233.0,jefferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yqs,surgical infection prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,,al_scip-inf-2
4,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,,,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,sjrgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),empty,empty,al_scip-inf-3
5,10018.0,ctllahan eye foundation hospital,1720 university blvd,empty,,birmingham,al,35233.0,jzfferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yws,,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-4
6,10018.0,cjllahan eye foundation hospital,,empty,empty,bcrmingham,al,35233.0,jefferson,2053258100.0,yes,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-6,,empty,empty,87%
7,10018.0,callahan eye foundation hospital,,empty,empty,birmingham,al,35233.0,jtfferson,2053258100.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,empty,85%
8,10018.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,al,anchorage,2053258100.0,acute care hospitals,voluntary non-profit - private,,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,al_ami-5,,al_scip-vte-2
9,10019.0,hzlen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,,,yes,,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,al_ami-1
10,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,92%,13 patients,al_ami-2
11,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jifferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),al_scip-inf-1,4 patients,al_ami-3
12,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,ekpty,sheffield,al,al,georgiana,2563864556.0,aeute care hospitals,government - hospital district or authority,yes,,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4 patients,al_ami-4
13,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,,,acute care hospitals,government - hospital district or authority,yes,hoart attack,ami-5,heart attack patients given beta blocker at discharge,86%,14 patients,al_ami-5
14,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
15,10019.0,helen keller memorial hospital,1w00 south montgomery avenue,empty,empty,sheffield,,35660.0,jefferson,2563864556.0,yes,government - hospital district or authority,,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,
16,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,empty,,,al,jefferson,2563864556.0,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-1,hzart failure patients given discharge instructions,80%,114 patients,al_hf-1
17,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,efpty,sseffield,al,35660.0,jefferson,,,government - hospital district or authority,yes,heart failure,hf-2,,99%,,al_hf-2
18,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,eepty,dale,36360.0,35660.0,jefferson,2563864556.0,aqute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,37 patients,al_hf-3
19,10019.0,helen keller memorial hospital,1h00 south montgomery avenue,empty,ebpty,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,gbvernment - hospital district or authority,acute care hospitals,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,41 patients,100%
20,10001.0,sfutheast alabama medical center,1108 ross clark circle,empty,empty,dothan,35045.0,36302.0,ecba,3347938701.0,acute care hospitals,government - hospital district or authority,,heart attack,ami-1,heart attack patients given aspirin at arrival,,,
21,10001.0,southeast alabama medical center,1108 ross clark circle,,empty,dothan,al,36302.0,hnuston,3347938701.0,yvs,government - hospital district or authority,yes,heart attack,ami-2,,99%,516 patients,al_ami-2
22,10001.0,,1108 ross clark circle,,empty,dothan,,36302.0,houston,3347938701.0,acute care hospitals,gyvernment - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,71 patients,97%
23,10001.0,svutheast alabama medical center,1108 ross clark circle,empty,,dothan,al,al,houston,3347938701.0,yks,,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,244 patients,60%
24,10001.0,southeast alabama medical center,,efpty,,calhoun,al,36302.0,houston,3347938701.0,acute care hospitals,glvernment - hospital district or authority,yes,heart attack,ami-5,,99%,441 patients,al_ami-5
25,10001.0,southeast alabama medical center,1108 ross clark circle,empty,eupty,dale,al,36302.0,hfuston,3347938701.0,axute care hospitals,government - hospital district or authority,acute care hospitals,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
26,10001.0,squtheast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,72%,,al_ami-8a
27,10001.0,southeast alabama medical center,1108 ross clark circle,empty,,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,grvernment - hospital district or authority,yes,hmart failure,,,al_pn-7,455 patients,al_hf-1
28,10001.0,,1108 ross clark circle,empty,ehpty,blount,,36302.0,houston,3347938701.0,auute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,514 patients,al_hf-2
29,10001.0,,1p08 ross clark circle,,,dothan,al,al,houston,3347938701.0,acute care hospitals,government - hospital district or authority,,haart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,165 patients,al_hf-3
30,10001.0,swutheast alabama medical center,1108 ross clark circle,empty,,dothan,99508.0,36302.0,,3347938701.0,adute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,110 patients,90%
31,10001.0,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-2,,,191 patients,al_pn-2
32,10001.0,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,,36302.0,,3347938701.0,acute care hospitals,guvernment - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,125 patients,al_pn-3b
33,,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,99%,107 patients,al_pn-4
34,10001.0,southeast alabama medical center,1108 ross clark circle,,empty,dothan,,36302.0,hhuston,3347938701.0,asute care hospitals,government - hospital district or authority,yes,pteumonia,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,,196 patients,empty
