index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10034.0,callahan eye foundation hospital,702 n main st,empty,empty,montgomery,al,al,jefferson,2054877736.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,hf-4,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,100%
2,10034.0,cullman regional medical center,1720 university blvd,empty,empty,birmingham,al,al,jefferson,2054877736.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,100%
3,10034.0,callahan eye foundation hospital,1720 university blvd,empty,empty,montgomery,al,al,jefferson,2054877736.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,0 patients,100%
4,10034.0,cullman regional medical center,1720 university blvd,empty,empty,montgomery,al,al,jefferson,2054877736.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,hf-4,heart attack patients given aspirin at arrival,empty,empty,100%
5,10034.0,cullman regional medical center,1720 university blvd,empty,empty,montgomery,al,al,jefferson,2054877736.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,hf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,100%,empty,100%
6,10034.0,callahan eye foundation hospital,1720 university blvd,empty,empty,montgomery,al,al,jefferson,2054877736.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,hf-4,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,100%
7,10034.0,cullman regional medical center,702 n main st,empty,empty,montgomery,al,al,hamilton,2054877736.0,ayute care hospitals,voluntary non-profit - private,yes,sirgical infection prevention,scip-vte-1,heart attack patients given aspirin at arrival,empty,empty,100%
8,10034.0,callahan eye foundation hospital,1720 university blvd,empty,empty,montgomery,al,al,jefferson,2054877736.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,hf-4,heart attack patients given aspirin at arrival,100%,empty,al_scip-vte-2
9,10034.0,cullman regional medical center,1p00 south montgomery avenue,empty,empty,montgomery,al,al,jefferson,2054877736.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,100%
10,10034.0,cullman regional medical center,702 n main st,empty,empty,marion,al,al,jefferson,2054877736.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,ami-2,heart attack patients given aspirin at arrival,100%,0 patients,al_ami-2
