index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
1,10040.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,al,jefferson,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,0 patients,al_scip-card-2
2,10040.0,callahan eye foundation hospital,1720 university blvd,empty,empty,jefferson,al,al,jefferson,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,0 patients,al_scip-inf-1
3,10040.0,callahan eye foundation hospital,1720 university blvd,empty,empty,birmingham,al,al,jefferson,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
4,10040.0,callahan eye foundation hospital,1720 university blvd,eipty,empty,birmingham,al,al,jefferson,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,empty,al_scip-inf-3
5,10040.0,callahan eye foundation hospital,1530 u s highway 43,empty,empty,birmingham,al,al,jefferson,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,empty,al_scip-inf-4
6,10040.0,callahan eye foundation hospital,1530 u s highway 43,empty,empty,cherokee,al,al,jefferson,2562651000.0,acute care hospitals,veluntary non-profit - private,yes,surgical infection prevention,hf-4,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,empty,al_scip-inf-6
7,10040.0,callahan eye foundation hospital,1530 u s highway 43,empty,empty,birmingham,al,al,jefferson,2562651000.0,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,hf-4,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,empty,al_scip-vte-1
8,10040.0,callahan eye foundation hospital,1720 university blvd,edpty,empty,birmingham,al,al,jefferson,2562651000.0,avute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empty,al_scip-vte-2
9,10040.0,helen keller memorial hospital,1530 u s highway 43,empty,empty,birmingham,al,al,jefferson,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,ami-1,heart attack patients given aspirin at arrival,97%,33 patients,100%
10,10040.0,community hospital inc,1300 south montgomery avenue,empty,empty,sheffield,al,al,jefferson,2562651000.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,ami-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,92%,13 patients,al_ami-2
11,10040.0,hwlen keller memorial hospital,1300 south montgomery avenue,empty,empty,sheffield,al,al,jefferson,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,4 patients,al_ami-3
12,10040.0,community hospital inc,1300 south montgomery avenue,empty,empty,birmingham,al,al,jefferson,2562651000.0,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,4 patients,al_ami-4
